DateTimeUTC,DateTimeEDT,Pressure (mmHg)
8/4/2023 18:34:16.094,8/4/2023 14:34:16.094,-15.137
8/4/2023 18:34:16.102,8/4/2023 14:34:16.102,-15.156
8/4/2023 18:34:16.110,8/4/2023 14:34:16.110,-15.11
8/4/2023 18:34:16.118,8/4/2023 14:34:16.118,-15.224
8/4/2023 18:34:16.126,8/4/2023 14:34:16.126,-15.215
8/4/2023 18:34:16.134,8/4/2023 14:34:16.134,-15.093
8/4/2023 18:34:16.142,8/4/2023 14:34:16.142,-15.068
8/4/2023 18:34:16.150,8/4/2023 14:34:16.150,-15.076
8/4/2023 18:34:16.158,8/4/2023 14:34:16.158,-15.039
8/4/2023 18:34:16.166,8/4/2023 14:34:16.166,-14.972
8/4/2023 18:34:16.174,8/4/2023 14:34:16.174,-15.04
8/4/2023 18:34:16.182,8/4/2023 14:34:16.182,-15.223
8/4/2023 18:34:16.190,8/4/2023 14:34:16.190,-15.175
8/4/2023 18:34:16.198,8/4/2023 14:34:16.198,-14.984
8/4/2023 18:34:16.206,8/4/2023 14:34:16.206,-14.961
8/4/2023 18:34:16.214,8/4/2023 14:34:16.214,-15.019
8/4/2023 18:34:16.222,8/4/2023 14:34:16.222,-15.082
8/4/2023 18:34:16.230,8/4/2023 14:34:16.230,-15.05
8/4/2023 18:34:16.238,8/4/2023 14:34:16.238,-14.981
8/4/2023 18:34:16.246,8/4/2023 14:34:16.246,-15.063
8/4/2023 18:34:16.254,8/4/2023 14:34:16.254,-15.033
8/4/2023 18:34:16.262,8/4/2023 14:34:16.262,-14.941
8/4/2023 18:34:16.270,8/4/2023 14:34:16.270,-15.026
8/4/2023 18:34:16.278,8/4/2023 14:34:16.278,-15.05
8/4/2023 18:34:16.286,8/4/2023 14:34:16.286,-15.054
8/4/2023 18:34:16.294,8/4/2023 14:34:16.294,-15.084
8/4/2023 18:34:16.302,8/4/2023 14:34:16.302,-15.053
8/4/2023 18:34:16.310,8/4/2023 14:34:16.310,-15.079
8/4/2023 18:34:16.318,8/4/2023 14:34:16.318,-15.132
8/4/2023 18:34:16.326,8/4/2023 14:34:16.326,-15.143
8/4/2023 18:34:16.334,8/4/2023 14:34:16.334,-15.141
8/4/2023 18:34:16.342,8/4/2023 14:34:16.342,-15.192
8/4/2023 18:34:16.350,8/4/2023 14:34:16.350,-15.117
8/4/2023 18:34:16.358,8/4/2023 14:34:16.358,-14.939
8/4/2023 18:34:16.366,8/4/2023 14:34:16.366,-15.022
8/4/2023 18:34:16.374,8/4/2023 14:34:16.374,-15.144
8/4/2023 18:34:16.382,8/4/2023 14:34:16.382,-14.999
8/4/2023 18:34:16.390,8/4/2023 14:34:16.390,-14.89
8/4/2023 18:34:16.398,8/4/2023 14:34:16.398,-14.995
8/4/2023 18:34:16.406,8/4/2023 14:34:16.406,-15.177
8/4/2023 18:34:16.414,8/4/2023 14:34:16.414,-15.168
8/4/2023 18:34:16.422,8/4/2023 14:34:16.422,-14.978
8/4/2023 18:34:16.430,8/4/2023 14:34:16.430,-14.951
8/4/2023 18:34:16.438,8/4/2023 14:34:16.438,-14.952
8/4/2023 18:34:16.446,8/4/2023 14:34:16.446,-14.88
8/4/2023 18:34:16.454,8/4/2023 14:34:16.454,-14.887
8/4/2023 18:34:16.462,8/4/2023 14:34:16.462,-14.944
8/4/2023 18:34:16.470,8/4/2023 14:34:16.470,-15.075
8/4/2023 18:34:16.478,8/4/2023 14:34:16.478,-15.149
8/4/2023 18:34:16.486,8/4/2023 14:34:16.486,-15.063
8/4/2023 18:34:16.494,8/4/2023 14:34:16.494,-15.004
8/4/2023 18:34:16.502,8/4/2023 14:34:16.502,-15.048
8/4/2023 18:34:16.510,8/4/2023 14:34:16.510,-15.106
8/4/2023 18:34:16.518,8/4/2023 14:34:16.518,-15.053
8/4/2023 18:34:16.526,8/4/2023 14:34:16.526,-15.067
8/4/2023 18:34:16.534,8/4/2023 14:34:16.534,-15.154
8/4/2023 18:34:16.542,8/4/2023 14:34:16.542,-15.062
8/4/2023 18:34:16.550,8/4/2023 14:34:16.550,-14.997
8/4/2023 18:34:16.558,8/4/2023 14:34:16.558,-15.102
8/4/2023 18:34:16.566,8/4/2023 14:34:16.566,-15.138
8/4/2023 18:34:16.574,8/4/2023 14:34:16.574,-15.111
8/4/2023 18:34:16.582,8/4/2023 14:34:16.582,-15.088
8/4/2023 18:34:16.590,8/4/2023 14:34:16.590,-15.014
8/4/2023 18:34:16.598,8/4/2023 14:34:16.598,-14.997
8/4/2023 18:34:16.606,8/4/2023 14:34:16.606,-15.045
8/4/2023 18:34:16.614,8/4/2023 14:34:16.614,-15.133
8/4/2023 18:34:16.622,8/4/2023 14:34:16.622,-15.19
8/4/2023 18:34:16.630,8/4/2023 14:34:16.630,-15.115
8/4/2023 18:34:16.638,8/4/2023 14:34:16.638,-15.083
8/4/2023 18:34:16.646,8/4/2023 14:34:16.646,-15.131
8/4/2023 18:34:16.654,8/4/2023 14:34:16.654,-15.099
8/4/2023 18:34:16.662,8/4/2023 14:34:16.662,-15.042
8/4/2023 18:34:16.670,8/4/2023 14:34:16.670,-15.011
8/4/2023 18:34:16.678,8/4/2023 14:34:16.678,-14.932
8/4/2023 18:34:16.686,8/4/2023 14:34:16.686,-14.928
8/4/2023 18:34:16.694,8/4/2023 14:34:16.694,-14.97
8/4/2023 18:34:16.702,8/4/2023 14:34:16.702,-14.979
8/4/2023 18:34:16.710,8/4/2023 14:34:16.710,-15.019
8/4/2023 18:34:16.718,8/4/2023 14:34:16.718,-15.028
8/4/2023 18:34:16.726,8/4/2023 14:34:16.726,-14.983
8/4/2023 18:34:16.734,8/4/2023 14:34:16.734,-14.934
8/4/2023 18:34:16.742,8/4/2023 14:34:16.742,-14.912
8/4/2023 18:34:16.750,8/4/2023 14:34:16.750,-14.988
8/4/2023 18:34:16.758,8/4/2023 14:34:16.758,-15.094
8/4/2023 18:34:16.766,8/4/2023 14:34:16.766,-15.068
8/4/2023 18:34:16.774,8/4/2023 14:34:16.774,-15.048
8/4/2023 18:34:16.782,8/4/2023 14:34:16.782,-15.134
8/4/2023 18:34:16.790,8/4/2023 14:34:16.790,-15.148
8/4/2023 18:34:16.798,8/4/2023 14:34:16.798,-15.041
8/4/2023 18:34:16.806,8/4/2023 14:34:16.806,-15.017
8/4/2023 18:34:16.814,8/4/2023 14:34:16.814,-15.167
8/4/2023 18:34:16.822,8/4/2023 14:34:16.822,-15.257
8/4/2023 18:34:16.830,8/4/2023 14:34:16.830,-15.178
8/4/2023 18:34:16.838,8/4/2023 14:34:16.838,-15.045
8/4/2023 18:34:16.846,8/4/2023 14:34:16.846,-14.947
8/4/2023 18:34:16.854,8/4/2023 14:34:16.854,-15.01
8/4/2023 18:34:16.862,8/4/2023 14:34:16.862,-15.081
8/4/2023 18:34:16.870,8/4/2023 14:34:16.870,-14.943
8/4/2023 18:34:16.878,8/4/2023 14:34:16.878,-14.855
8/4/2023 18:34:16.886,8/4/2023 14:34:16.886,-15.05
8/4/2023 18:34:16.894,8/4/2023 14:34:16.894,-15.208
8/4/2023 18:34:16.902,8/4/2023 14:34:16.902,-15.113
8/4/2023 18:34:16.910,8/4/2023 14:34:16.910,-15.024
8/4/2023 18:34:16.918,8/4/2023 14:34:16.918,-15.003
8/4/2023 18:34:16.926,8/4/2023 14:34:16.926,-14.976
8/4/2023 18:34:16.934,8/4/2023 14:34:16.934,-15.071
8/4/2023 18:34:16.942,8/4/2023 14:34:16.942,-15.213
8/4/2023 18:34:16.950,8/4/2023 14:34:16.950,-15.195
8/4/2023 18:34:16.958,8/4/2023 14:34:16.958,-15.203
8/4/2023 18:34:16.966,8/4/2023 14:34:16.966,-15.339
8/4/2023 18:34:16.974,8/4/2023 14:34:16.974,-15.28
8/4/2023 18:34:16.982,8/4/2023 14:34:16.982,-15.043
8/4/2023 18:34:16.990,8/4/2023 14:34:16.990,-15.033
8/4/2023 18:34:16.998,8/4/2023 14:34:16.998,-15.111
8/4/2023 18:34:17.006,8/4/2023 14:34:17.006,-14.962
8/4/2023 18:34:17.014,8/4/2023 14:34:17.014,-14.929
8/4/2023 18:34:17.022,8/4/2023 14:34:17.022,-15.113
8/4/2023 18:34:17.030,8/4/2023 14:34:17.030,-15.149
8/4/2023 18:34:17.038,8/4/2023 14:34:17.038,-15.104
8/4/2023 18:34:17.046,8/4/2023 14:34:17.046,-15.078
8/4/2023 18:34:17.054,8/4/2023 14:34:17.054,-15.033
8/4/2023 18:34:17.062,8/4/2023 14:34:17.062,-15.022
8/4/2023 18:34:17.070,8/4/2023 14:34:17.070,-15.046
8/4/2023 18:34:17.078,8/4/2023 14:34:17.078,-15.059
8/4/2023 18:34:17.086,8/4/2023 14:34:17.086,-15.026
8/4/2023 18:34:17.094,8/4/2023 14:34:17.094,-15.024
8/4/2023 18:34:17.102,8/4/2023 14:34:17.102,-15.102
8/4/2023 18:34:17.110,8/4/2023 14:34:17.110,-15.193
8/4/2023 18:34:17.118,8/4/2023 14:34:17.118,-15.192
8/4/2023 18:34:17.126,8/4/2023 14:34:17.126,-15.185
8/4/2023 18:34:17.134,8/4/2023 14:34:17.134,-15.137
8/4/2023 18:34:17.142,8/4/2023 14:34:17.142,-15.076
8/4/2023 18:34:17.150,8/4/2023 14:34:17.150,-15.089
8/4/2023 18:34:17.158,8/4/2023 14:34:17.158,-15.04
8/4/2023 18:34:17.166,8/4/2023 14:34:17.166,-15.018
8/4/2023 18:34:17.174,8/4/2023 14:34:17.174,-15.042
8/4/2023 18:34:17.182,8/4/2023 14:34:17.182,-14.962
8/4/2023 18:34:17.190,8/4/2023 14:34:17.190,-14.896
8/4/2023 18:34:17.198,8/4/2023 14:34:17.198,-14.951
8/4/2023 18:34:17.206,8/4/2023 14:34:17.206,-15.061
8/4/2023 18:34:17.214,8/4/2023 14:34:17.214,-15.219
8/4/2023 18:34:17.222,8/4/2023 14:34:17.222,-15.174
8/4/2023 18:34:17.230,8/4/2023 14:34:17.230,-15.018
8/4/2023 18:34:17.238,8/4/2023 14:34:17.238,-15.025
8/4/2023 18:34:17.246,8/4/2023 14:34:17.246,-15.028
8/4/2023 18:34:17.254,8/4/2023 14:34:17.254,-15.034
8/4/2023 18:34:17.262,8/4/2023 14:34:17.262,-14.992
8/4/2023 18:34:17.270,8/4/2023 14:34:17.270,-14.991
8/4/2023 18:34:17.278,8/4/2023 14:34:17.278,-15.119
8/4/2023 18:34:17.286,8/4/2023 14:34:17.286,-15.089
8/4/2023 18:34:17.294,8/4/2023 14:34:17.294,-15.122
8/4/2023 18:34:17.302,8/4/2023 14:34:17.302,-15.24
8/4/2023 18:34:17.310,8/4/2023 14:34:17.310,-15.145
8/4/2023 18:34:17.318,8/4/2023 14:34:17.318,-15.166
8/4/2023 18:34:17.326,8/4/2023 14:34:17.326,-15.296
8/4/2023 18:34:17.334,8/4/2023 14:34:17.334,-15.156
8/4/2023 18:34:17.342,8/4/2023 14:34:17.342,-14.961
8/4/2023 18:34:17.350,8/4/2023 14:34:17.350,-14.953
8/4/2023 18:34:17.358,8/4/2023 14:34:17.358,-15.039
8/4/2023 18:34:17.366,8/4/2023 14:34:17.366,-15.105
8/4/2023 18:34:17.374,8/4/2023 14:34:17.374,-15.08
8/4/2023 18:34:17.382,8/4/2023 14:34:17.382,-15.022
8/4/2023 18:34:17.390,8/4/2023 14:34:17.390,-14.976
8/4/2023 18:34:17.398,8/4/2023 14:34:17.398,-15.01
8/4/2023 18:34:17.406,8/4/2023 14:34:17.406,-15.085
8/4/2023 18:34:17.414,8/4/2023 14:34:17.414,-14.99
8/4/2023 18:34:17.422,8/4/2023 14:34:17.422,-14.872
8/4/2023 18:34:17.430,8/4/2023 14:34:17.430,-14.983
8/4/2023 18:34:17.438,8/4/2023 14:34:17.438,-15.124
8/4/2023 18:34:17.446,8/4/2023 14:34:17.446,-15.182
8/4/2023 18:34:17.454,8/4/2023 14:34:17.454,-15.202
8/4/2023 18:34:17.462,8/4/2023 14:34:17.462,-15.054
8/4/2023 18:34:17.470,8/4/2023 14:34:17.470,-14.955
8/4/2023 18:34:17.478,8/4/2023 14:34:17.478,-15.039
8/4/2023 18:34:17.486,8/4/2023 14:34:17.486,-15.051
8/4/2023 18:34:17.494,8/4/2023 14:34:17.494,-15.008
8/4/2023 18:34:17.502,8/4/2023 14:34:17.502,-15.064
8/4/2023 18:34:17.510,8/4/2023 14:34:17.510,-15.136
8/4/2023 18:34:17.518,8/4/2023 14:34:17.518,-15.098
8/4/2023 18:34:17.526,8/4/2023 14:34:17.526,-14.99
8/4/2023 18:34:17.534,8/4/2023 14:34:17.534,-14.951
8/4/2023 18:34:17.542,8/4/2023 14:34:17.542,-15.015
8/4/2023 18:34:17.550,8/4/2023 14:34:17.550,-15.059
8/4/2023 18:34:17.558,8/4/2023 14:34:17.558,-15.11
8/4/2023 18:34:17.566,8/4/2023 14:34:17.566,-15.185
8/4/2023 18:34:17.574,8/4/2023 14:34:17.574,-15.169
8/4/2023 18:34:17.582,8/4/2023 14:34:17.582,-15.102
8/4/2023 18:34:17.590,8/4/2023 14:34:17.590,-15.045
8/4/2023 18:34:17.598,8/4/2023 14:34:17.598,-15.05
8/4/2023 18:34:17.606,8/4/2023 14:34:17.606,-15.016
8/4/2023 18:34:17.614,8/4/2023 14:34:17.614,-14.957
8/4/2023 18:34:17.622,8/4/2023 14:34:17.622,-15.021
8/4/2023 18:34:17.630,8/4/2023 14:34:17.630,-15.031
8/4/2023 18:34:17.638,8/4/2023 14:34:17.638,-14.972
8/4/2023 18:34:17.646,8/4/2023 14:34:17.646,-15.05
8/4/2023 18:34:17.654,8/4/2023 14:34:17.654,-15.168
8/4/2023 18:34:17.662,8/4/2023 14:34:17.662,-15.148
8/4/2023 18:34:17.670,8/4/2023 14:34:17.670,-15.043
8/4/2023 18:34:17.678,8/4/2023 14:34:17.678,-14.948
8/4/2023 18:34:17.686,8/4/2023 14:34:17.686,-14.947
8/4/2023 18:34:17.694,8/4/2023 14:34:17.694,-14.996
8/4/2023 18:34:17.702,8/4/2023 14:34:17.702,-15.034
8/4/2023 18:34:17.710,8/4/2023 14:34:17.710,-15.085
8/4/2023 18:34:17.718,8/4/2023 14:34:17.718,-15.11
8/4/2023 18:34:17.726,8/4/2023 14:34:17.726,-15.124
8/4/2023 18:34:17.734,8/4/2023 14:34:17.734,-15.14
8/4/2023 18:34:17.742,8/4/2023 14:34:17.742,-15.14
8/4/2023 18:34:17.750,8/4/2023 14:34:17.750,-15.134
8/4/2023 18:34:17.758,8/4/2023 14:34:17.758,-15.116
8/4/2023 18:34:17.766,8/4/2023 14:34:17.766,-14.997
8/4/2023 18:34:17.774,8/4/2023 14:34:17.774,-14.869
8/4/2023 18:34:17.782,8/4/2023 14:34:17.782,-14.893
8/4/2023 18:34:17.790,8/4/2023 14:34:17.790,-14.936
8/4/2023 18:34:17.798,8/4/2023 14:34:17.798,-14.946
8/4/2023 18:34:17.806,8/4/2023 14:34:17.806,-15.021
8/4/2023 18:34:17.814,8/4/2023 14:34:17.814,-15.149
8/4/2023 18:34:17.822,8/4/2023 14:34:17.822,-15.187
8/4/2023 18:34:17.830,8/4/2023 14:34:17.830,-15.073
8/4/2023 18:34:17.838,8/4/2023 14:34:17.838,-14.978
8/4/2023 18:34:17.846,8/4/2023 14:34:17.846,-14.98
8/4/2023 18:34:17.854,8/4/2023 14:34:17.854,-14.997
8/4/2023 18:34:17.862,8/4/2023 14:34:17.862,-14.998
8/4/2023 18:34:17.870,8/4/2023 14:34:17.870,-14.928
8/4/2023 18:34:17.878,8/4/2023 14:34:17.878,-14.918
8/4/2023 18:34:17.886,8/4/2023 14:34:17.886,-15.014
8/4/2023 18:34:17.894,8/4/2023 14:34:17.894,-15.017
8/4/2023 18:34:17.902,8/4/2023 14:34:17.902,-14.989
8/4/2023 18:34:17.910,8/4/2023 14:34:17.910,-15.042
8/4/2023 18:34:17.918,8/4/2023 14:34:17.918,-15.102
8/4/2023 18:34:17.926,8/4/2023 14:34:17.926,-15.092
8/4/2023 18:34:17.934,8/4/2023 14:34:17.934,-15.008
8/4/2023 18:34:17.942,8/4/2023 14:34:17.942,-14.982
8/4/2023 18:34:17.950,8/4/2023 14:34:17.950,-15.086
8/4/2023 18:34:17.958,8/4/2023 14:34:17.958,-15.079
8/4/2023 18:34:17.966,8/4/2023 14:34:17.966,-15.001
8/4/2023 18:34:17.974,8/4/2023 14:34:17.974,-15.036
8/4/2023 18:34:17.982,8/4/2023 14:34:17.982,-15.027
8/4/2023 18:34:17.990,8/4/2023 14:34:17.990,-14.924
8/4/2023 18:34:17.998,8/4/2023 14:34:17.998,-15.031
8/4/2023 18:34:18.006,8/4/2023 14:34:18.006,-15.148
8/4/2023 18:34:18.014,8/4/2023 14:34:18.014,-15.039
8/4/2023 18:34:18.022,8/4/2023 14:34:18.022,-15.071
8/4/2023 18:34:18.030,8/4/2023 14:34:18.030,-15.13
8/4/2023 18:34:18.038,8/4/2023 14:34:18.038,-15.057
8/4/2023 18:34:18.046,8/4/2023 14:34:18.046,-15.014
8/4/2023 18:34:18.054,8/4/2023 14:34:18.054,-15.059
8/4/2023 18:34:18.062,8/4/2023 14:34:18.062,-15.045
8/4/2023 18:34:18.070,8/4/2023 14:34:18.070,-14.933
8/4/2023 18:34:18.078,8/4/2023 14:34:18.078,-14.945
8/4/2023 18:34:18.086,8/4/2023 14:34:18.086,-14.959
8/4/2023 18:34:18.094,8/4/2023 14:34:18.094,-14.896
8/4/2023 18:34:18.102,8/4/2023 14:34:18.102,-15.053
8/4/2023 18:34:18.110,8/4/2023 14:34:18.110,-15.209
8/4/2023 18:34:18.118,8/4/2023 14:34:18.118,-15.055
8/4/2023 18:34:18.126,8/4/2023 14:34:18.126,-14.909
8/4/2023 18:34:18.134,8/4/2023 14:34:18.134,-14.956
8/4/2023 18:34:18.142,8/4/2023 14:34:18.142,-15.053
8/4/2023 18:34:18.150,8/4/2023 14:34:18.150,-15.073
8/4/2023 18:34:18.158,8/4/2023 14:34:18.158,-14.975
8/4/2023 18:34:18.166,8/4/2023 14:34:18.166,-14.967
8/4/2023 18:34:18.174,8/4/2023 14:34:18.174,-15.165
8/4/2023 18:34:18.182,8/4/2023 14:34:18.182,-15.26
8/4/2023 18:34:18.190,8/4/2023 14:34:18.190,-15.185
8/4/2023 18:34:18.198,8/4/2023 14:34:18.198,-15.104
8/4/2023 18:34:18.206,8/4/2023 14:34:18.206,-15.038
8/4/2023 18:34:18.214,8/4/2023 14:34:18.214,-15.126
8/4/2023 18:34:18.222,8/4/2023 14:34:18.222,-15.245
8/4/2023 18:34:18.230,8/4/2023 14:34:18.230,-15.11
8/4/2023 18:34:18.238,8/4/2023 14:34:18.238,-14.992
8/4/2023 18:34:18.246,8/4/2023 14:34:18.246,-15.06
8/4/2023 18:34:18.254,8/4/2023 14:34:18.254,-15.066
8/4/2023 18:34:18.262,8/4/2023 14:34:18.262,-15.069
8/4/2023 18:34:18.270,8/4/2023 14:34:18.270,-15.066
8/4/2023 18:34:18.278,8/4/2023 14:34:18.278,-14.97
8/4/2023 18:34:18.286,8/4/2023 14:34:18.286,-14.88
8/4/2023 18:34:18.294,8/4/2023 14:34:18.294,-14.955
8/4/2023 18:34:18.302,8/4/2023 14:34:18.302,-15.097
8/4/2023 18:34:18.310,8/4/2023 14:34:18.310,-15.066
8/4/2023 18:34:18.318,8/4/2023 14:34:18.318,-15.119
8/4/2023 18:34:18.326,8/4/2023 14:34:18.326,-15.241
8/4/2023 18:34:18.334,8/4/2023 14:34:18.334,-15.07
8/4/2023 18:34:18.342,8/4/2023 14:34:18.342,-14.933
8/4/2023 18:34:18.350,8/4/2023 14:34:18.350,-15.037
8/4/2023 18:34:18.358,8/4/2023 14:34:18.358,-15.074
8/4/2023 18:34:18.366,8/4/2023 14:34:18.366,-15.069
8/4/2023 18:34:18.374,8/4/2023 14:34:18.374,-15.141
8/4/2023 18:34:18.382,8/4/2023 14:34:18.382,-15.228
8/4/2023 18:34:18.390,8/4/2023 14:34:18.390,-15.176
8/4/2023 18:34:18.398,8/4/2023 14:34:18.398,-14.984
8/4/2023 18:34:18.406,8/4/2023 14:34:18.406,-14.917
8/4/2023 18:34:18.414,8/4/2023 14:34:18.414,-15.036
8/4/2023 18:34:18.422,8/4/2023 14:34:18.422,-15.142
8/4/2023 18:34:18.430,8/4/2023 14:34:18.430,-15.106
8/4/2023 18:34:18.438,8/4/2023 14:34:18.438,-15.023
8/4/2023 18:34:18.446,8/4/2023 14:34:18.446,-15.068
8/4/2023 18:34:18.454,8/4/2023 14:34:18.454,-15.106
8/4/2023 18:34:18.462,8/4/2023 14:34:18.462,-15.08
8/4/2023 18:34:18.470,8/4/2023 14:34:18.470,-15.073
8/4/2023 18:34:18.478,8/4/2023 14:34:18.478,-15.075
8/4/2023 18:34:18.486,8/4/2023 14:34:18.486,-15.107
8/4/2023 18:34:18.494,8/4/2023 14:34:18.494,-15.054
8/4/2023 18:34:18.502,8/4/2023 14:34:18.502,-15.043
8/4/2023 18:34:18.510,8/4/2023 14:34:18.510,-15.197
8/4/2023 18:34:18.518,8/4/2023 14:34:18.518,-15.219
8/4/2023 18:34:18.526,8/4/2023 14:34:18.526,-15.012
8/4/2023 18:34:18.534,8/4/2023 14:34:18.534,-14.958
8/4/2023 18:34:18.542,8/4/2023 14:34:18.542,-15.125
8/4/2023 18:34:18.550,8/4/2023 14:34:18.550,-15.12
8/4/2023 18:34:18.558,8/4/2023 14:34:18.558,-14.991
8/4/2023 18:34:18.566,8/4/2023 14:34:18.566,-14.912
8/4/2023 18:34:18.574,8/4/2023 14:34:18.574,-14.906
8/4/2023 18:34:18.582,8/4/2023 14:34:18.582,-14.992
8/4/2023 18:34:18.590,8/4/2023 14:34:18.590,-15.056
8/4/2023 18:34:18.598,8/4/2023 14:34:18.598,-15.058
8/4/2023 18:34:18.606,8/4/2023 14:34:18.606,-15.066
8/4/2023 18:34:18.614,8/4/2023 14:34:18.614,-15.085
8/4/2023 18:34:18.622,8/4/2023 14:34:18.622,-15.049
8/4/2023 18:34:18.630,8/4/2023 14:34:18.630,-14.914
8/4/2023 18:34:18.638,8/4/2023 14:34:18.638,-14.881
8/4/2023 18:34:18.646,8/4/2023 14:34:18.646,-15.012
8/4/2023 18:34:18.654,8/4/2023 14:34:18.654,-15.107
8/4/2023 18:34:18.662,8/4/2023 14:34:18.662,-15.114
8/4/2023 18:34:18.670,8/4/2023 14:34:18.670,-15.042
8/4/2023 18:34:18.678,8/4/2023 14:34:18.678,-14.997
8/4/2023 18:34:18.686,8/4/2023 14:34:18.686,-15.035
8/4/2023 18:34:18.694,8/4/2023 14:34:18.694,-15.063
8/4/2023 18:34:18.702,8/4/2023 14:34:18.702,-15.04
8/4/2023 18:34:18.710,8/4/2023 14:34:18.710,-15.024
8/4/2023 18:34:18.718,8/4/2023 14:34:18.718,-15.038
8/4/2023 18:34:18.726,8/4/2023 14:34:18.726,-15.047
8/4/2023 18:34:18.734,8/4/2023 14:34:18.734,-15.11
8/4/2023 18:34:18.742,8/4/2023 14:34:18.742,-15.196
8/4/2023 18:34:18.750,8/4/2023 14:34:18.750,-15.252
8/4/2023 18:34:18.758,8/4/2023 14:34:18.758,-15.159
8/4/2023 18:34:18.766,8/4/2023 14:34:18.766,-15.051
8/4/2023 18:34:18.774,8/4/2023 14:34:18.774,-15.149
8/4/2023 18:34:18.782,8/4/2023 14:34:18.782,-15.232
8/4/2023 18:34:18.790,8/4/2023 14:34:18.790,-15.153
8/4/2023 18:34:18.798,8/4/2023 14:34:18.798,-15
8/4/2023 18:34:18.806,8/4/2023 14:34:18.806,-14.995
8/4/2023 18:34:18.814,8/4/2023 14:34:18.814,-15.008
8/4/2023 18:34:18.822,8/4/2023 14:34:18.822,-14.956
8/4/2023 18:34:18.830,8/4/2023 14:34:18.830,-15.039
8/4/2023 18:34:18.838,8/4/2023 14:34:18.838,-15.165
8/4/2023 18:34:18.846,8/4/2023 14:34:18.846,-15.174
8/4/2023 18:34:18.854,8/4/2023 14:34:18.854,-15.058
8/4/2023 18:34:18.862,8/4/2023 14:34:18.862,-15.028
8/4/2023 18:34:18.870,8/4/2023 14:34:18.870,-15.098
8/4/2023 18:34:18.878,8/4/2023 14:34:18.878,-15.126
8/4/2023 18:34:18.886,8/4/2023 14:34:18.886,-15.15
8/4/2023 18:34:18.894,8/4/2023 14:34:18.894,-15.168
8/4/2023 18:34:18.902,8/4/2023 14:34:18.902,-15.127
8/4/2023 18:34:18.910,8/4/2023 14:34:18.910,-15.091
8/4/2023 18:34:18.918,8/4/2023 14:34:18.918,-15.105
8/4/2023 18:34:18.926,8/4/2023 14:34:18.926,-15.062
8/4/2023 18:34:18.934,8/4/2023 14:34:18.934,-15.033
8/4/2023 18:34:18.942,8/4/2023 14:34:18.942,-15.006
8/4/2023 18:34:18.950,8/4/2023 14:34:18.950,-14.968
8/4/2023 18:34:18.958,8/4/2023 14:34:18.958,-15.046
8/4/2023 18:34:18.966,8/4/2023 14:34:18.966,-15.094
8/4/2023 18:34:18.974,8/4/2023 14:34:18.974,-15.082
8/4/2023 18:34:18.982,8/4/2023 14:34:18.982,-15.101
8/4/2023 18:34:18.990,8/4/2023 14:34:18.990,-15.075
8/4/2023 18:34:18.998,8/4/2023 14:34:18.998,-15.011
8/4/2023 18:34:19.006,8/4/2023 14:34:19.006,-15.026
8/4/2023 18:34:19.014,8/4/2023 14:34:19.014,-15.045
8/4/2023 18:34:19.022,8/4/2023 14:34:19.022,-15.017
8/4/2023 18:34:19.030,8/4/2023 14:34:19.030,-15.008
8/4/2023 18:34:19.038,8/4/2023 14:34:19.038,-14.988
8/4/2023 18:34:19.046,8/4/2023 14:34:19.046,-14.962
8/4/2023 18:34:19.054,8/4/2023 14:34:19.054,-14.993
8/4/2023 18:34:19.062,8/4/2023 14:34:19.062,-15.051
8/4/2023 18:34:19.070,8/4/2023 14:34:19.070,-15.02
8/4/2023 18:34:19.078,8/4/2023 14:34:19.078,-14.982
8/4/2023 18:34:19.086,8/4/2023 14:34:19.086,-15.065
8/4/2023 18:34:19.094,8/4/2023 14:34:19.094,-15.076
8/4/2023 18:34:19.102,8/4/2023 14:34:19.102,-15.031
8/4/2023 18:34:19.110,8/4/2023 14:34:19.110,-15.127
8/4/2023 18:34:19.118,8/4/2023 14:34:19.118,-15.12
8/4/2023 18:34:19.126,8/4/2023 14:34:19.126,-15.064
8/4/2023 18:34:19.134,8/4/2023 14:34:19.134,-15.083
8/4/2023 18:34:19.142,8/4/2023 14:34:19.142,-15.085
8/4/2023 18:34:19.150,8/4/2023 14:34:19.150,-15.09
8/4/2023 18:34:19.158,8/4/2023 14:34:19.158,-14.975
8/4/2023 18:34:19.166,8/4/2023 14:34:19.166,-14.975
8/4/2023 18:34:19.174,8/4/2023 14:34:19.174,-15.175
8/4/2023 18:34:19.182,8/4/2023 14:34:19.182,-15.223
8/4/2023 18:34:19.190,8/4/2023 14:34:19.190,-15.134
8/4/2023 18:34:19.198,8/4/2023 14:34:19.198,-15.054
8/4/2023 18:34:19.206,8/4/2023 14:34:19.206,-15.038
8/4/2023 18:34:19.214,8/4/2023 14:34:19.214,-15.047
8/4/2023 18:34:19.222,8/4/2023 14:34:19.222,-14.969
8/4/2023 18:34:19.230,8/4/2023 14:34:19.230,-14.999
8/4/2023 18:34:19.238,8/4/2023 14:34:19.238,-15.094
8/4/2023 18:34:19.246,8/4/2023 14:34:19.246,-15.063
8/4/2023 18:34:19.254,8/4/2023 14:34:19.254,-15.035
8/4/2023 18:34:19.262,8/4/2023 14:34:19.262,-15.024
8/4/2023 18:34:19.270,8/4/2023 14:34:19.270,-14.985
8/4/2023 18:34:19.278,8/4/2023 14:34:19.278,-14.973
