average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg),gravitational_condition,compression_depth (cm),hypogravity_parabola
,,42.21703163,2023-08-04 18:36:35.830,19.82103163,2023-08-04 18:36:35.646,32.99803163,2023-08-04 18:36:35.870,27.26303163,,0.224,,0.336,,0.56,,22.396,,normogravity,4,
,,42.13503163,2023-08-04 18:36:36.390,19.78603163,2023-08-04 18:36:36.206,32.52703163,2023-08-04 18:36:36.430,27.249698296666665,,0.224,,0.24,,0.56,,22.349,,normogravity,4,
,,42.09203163,2023-08-04 18:36:36.950,19.80703163,2023-08-04 18:36:36.670,32.70703163,2023-08-04 18:36:36.990,27.286698296666664,,0.32,,0.248,,0.56,,22.285,,normogravity,4,
,,42.46203163,2023-08-04 18:36:37.510,19.88403163,2023-08-04 18:36:37.238,32.94703163,2023-08-04 18:36:37.550,27.43003163,,0.312,,0.336,,0.56,,22.578,,normogravity,4,
,,42.09003163,2023-08-04 18:36:38.070,19.91403163,2023-08-04 18:36:37.886,33.52903163,2023-08-04 18:36:38.110,27.304698296666665,,0.224,,0.232,,0.56,,22.176,,normogravity,4,
,,42.52603163,2023-08-04 18:36:38.630,19.91203163,2023-08-04 18:36:38.342,33.78803163,2023-08-04 18:36:38.670,27.356698296666664,,0.328,,0.256,,0.56,,22.614,,normogravity,4,
,,42.35303163,2023-08-04 18:36:39.190,19.77203163,2023-08-04 18:36:38.926,33.81503163,2023-08-04 18:36:39.238,27.293698296666665,,0.312,,0.24,,0.56,,22.581,,normogravity,4,
,,41.96903163,2023-08-04 18:36:39.750,19.76403163,2023-08-04 18:36:39.478,32.98903163,2023-08-04 18:36:39.798,27.20236496333333,,0.32,,0.336,,0.568,,22.205,,normogravity,4,
,,41.31603163,2023-08-04 18:36:40.318,19.81903163,2023-08-04 18:36:40.134,32.41903163,2023-08-04 18:36:40.358,27.06536496333333,,0.224,,0.224,,0.56,,21.497,,normogravity,4,
,,42.13503163,2023-08-04 18:36:40.878,19.94003163,2023-08-04 18:36:40.582,32.72703163,2023-08-04 18:36:40.918,27.210364963333333,,0.336,,0.336,,0.56,,22.195,,normogravity,4,
,,42.04503163,2023-08-04 18:36:41.438,19.74803163,2023-08-04 18:36:41.254,32.71403163,2023-08-04 18:36:41.478,27.25836496333333,,0.224,,0.232,,0.56,,22.297,,normogravity,4,
,,41.70603163,2023-08-04 18:36:41.998,19.86503163,2023-08-04 18:36:41.710,32.12203163,2023-08-04 18:36:42.038,27.20336496333333,,0.328,,0.336,,0.56,,21.841,,normogravity,4,
,,41.63103163,2023-08-04 18:36:42.558,19.95203163,2023-08-04 18:36:42.374,32.18903163,2023-08-04 18:36:42.598,27.11703163,,0.224,,0.336,,0.56,,21.679,,normogravity,4,
,,41.81403163,2023-08-04 18:36:43.118,19.86003163,2023-08-04 18:36:42.934,33.16903163,2023-08-04 18:36:43.158,27.10803163,,0.224,,0.304,,0.56,,21.954,,normogravity,4,
,,41.89303163,2023-08-04 18:36:43.678,19.75503163,2023-08-04 18:36:43.462,33.42703163,2023-08-04 18:36:43.718,27.137698296666667,,0.256,,0.24,,0.56,,22.138,,normogravity,4,
,,41.43303163,2023-08-04 18:36:44.238,19.76003163,2023-08-04 18:36:43.958,33.43803163,2023-08-04 18:36:44.286,27.024364963333333,,0.328,,0.336,,0.568,,21.673,,normogravity,4,
,,41.88203163,2023-08-04 18:36:44.806,19.82003163,2023-08-04 18:36:44.622,32.84903163,2023-08-04 18:36:44.846,27.18403163,,0.224,,0.336,,0.56,,22.062,,normogravity,4,
,,41.77203163,2023-08-04 18:36:45.366,19.83503163,2023-08-04 18:36:45.182,32.22203163,2023-08-04 18:36:45.406,27.16736496333333,,0.224,,0.336,,0.56,,21.937,,normogravity,4,
,,41.80403163,2023-08-04 18:36:45.926,19.86503163,2023-08-04 18:36:45.742,32.50703163,2023-08-04 18:36:45.966,27.18136496333333,,0.224,,0.232,,0.56,,21.939,,normogravity,4,
,,41.80703163,2023-08-04 18:36:46.486,19.87003163,2023-08-04 18:36:46.198,32.35203163,2023-08-04 18:36:46.526,27.03436496333333,,0.328,,0.24,,0.56,,21.937,,normogravity,4,
,,42.02903163,2023-08-04 18:36:47.046,19.64803163,2023-08-04 18:36:46.766,32.97303163,2023-08-04 18:36:47.086,27.19036496333333,,0.32,,0.336,,0.56,,22.381,,normogravity,4,
,,42.13603163,2023-08-04 18:36:47.606,19.77103163,2023-08-04 18:36:47.422,33.49803163,2023-08-04 18:36:47.646,27.24936496333333,,0.224,,0.336,,0.56,,22.365,,normogravity,4,
,,42.14803163,2023-08-04 18:36:48.166,19.80603163,2023-08-04 18:36:47.982,33.94303163,2023-08-04 18:36:48.214,27.298698296666664,,0.232,,0.336,,0.56,,22.342,,normogravity,4,
,,42.01903163,2023-08-04 18:36:48.726,19.87403163,2023-08-04 18:36:48.550,33.49803163,2023-08-04 18:36:48.774,27.22703163,,0.224,,0.296,,0.56,,22.145,,normogravity,4,
,,41.28103163,2023-08-04 18:36:49.286,19.83103163,2023-08-04 18:36:49.070,33.28203163,2023-08-04 18:36:49.334,26.99436496333333,,0.264,,0.336,,0.568,,21.450000000000003,,normogravity,4,
,,41.53003163,2023-08-04 18:36:49.854,19.85103163,2023-08-04 18:36:49.670,32.27903163,2023-08-04 18:36:49.894,27.02869829666667,,0.224,,0.24,,0.56,,21.679,,normogravity,4,
,,41.90603163,2023-08-04 18:36:50.414,19.77803163,2023-08-04 18:36:50.134,32.67303163,2023-08-04 18:36:50.454,27.180698296666662,,0.32,,0.248,,0.56,,22.128,,normogravity,4,
,,42.21703163,2023-08-04 18:36:50.974,19.81803163,2023-08-04 18:36:50.702,32.77203163,2023-08-04 18:36:51.014,27.285698296666663,,0.312,,0.248,,0.56,,22.399,,normogravity,4,
,,41.97503163,2023-08-04 18:36:51.534,19.82003163,2023-08-04 18:36:51.262,32.80403163,2023-08-04 18:36:51.574,27.111698296666663,,0.312,,0.24,,0.56,,22.155,,normogravity,4,
,,41.94703163,2023-08-04 18:36:52.094,19.68003163,2023-08-04 18:36:51.814,33.14803163,2023-08-04 18:36:52.134,27.13036496333333,,0.32,,0.248,,0.56,,22.267,,normogravity,4,
,,41.70803163,2023-08-04 18:36:52.654,19.72203163,2023-08-04 18:36:52.382,33.37603163,2023-08-04 18:36:52.694,27.04936496333333,,0.312,,0.24,,0.56,,21.986,,normogravity,4,
,,41.44603163,2023-08-04 18:36:53.214,19.72003163,2023-08-04 18:36:52.934,32.67303163,2023-08-04 18:36:53.262,27.02203163,,0.328,,0.288,,0.568,,21.726,,normogravity,4,
,,41.88503163,2023-08-04 18:36:53.782,19.81003163,2023-08-04 18:36:53.550,32.73103163,2023-08-04 18:36:53.822,27.15303163,,0.272,,0.232,,0.56,,22.075,,normogravity,4,
,,42.21403163,2023-08-04 18:36:54.342,19.78703163,2023-08-04 18:36:54.054,32.66603163,2023-08-04 18:36:54.382,27.21403163,,0.328,,0.248,,0.56,,22.427,,normogravity,4,
,,41.89703163,2023-08-04 18:36:54.902,19.71403163,2023-08-04 18:36:54.630,32.53203163,2023-08-04 18:36:54.942,27.10103163,,0.312,,0.336,,0.56,,22.183,,normogravity,4,
,,41.40803163,2023-08-04 18:36:55.462,19.70303163,2023-08-04 18:36:55.278,31.94203163,2023-08-04 18:36:55.502,26.996698296666665,,0.224,,0.24,,0.56,,21.705,,normogravity,4,
,,41.90303163,2023-08-04 18:36:56.022,19.79103163,2023-08-04 18:36:55.742,32.54703163,2023-08-04 18:36:56.062,27.17036496333333,,0.32,,0.232,,0.56,,22.112,,normogravity,4,
,,41.80903163,2023-08-04 18:36:56.582,19.80403163,2023-08-04 18:36:56.294,32.94703163,2023-08-04 18:36:56.622,27.064364963333333,,0.328,,0.248,,0.56,,22.005,,normogravity,4,
,,41.64203163,2023-08-04 18:36:57.142,19.69203163,2023-08-04 18:36:56.870,33.04803163,2023-08-04 18:36:57.190,27.10536496333333,,0.32,,0.232,,0.568,,21.95,,normogravity,4,
,,41.18403163,2023-08-04 18:36:57.710,19.83703163,2023-08-04 18:36:57.422,32.46903163,2023-08-04 18:36:57.750,26.81936496333333,,0.328,,0.232,,0.56,,21.347,,normogravity,4,
,,41.25803163,2023-08-04 18:36:58.270,19.63703163,2023-08-04 18:36:57.982,32.68003163,2023-08-04 18:36:58.310,27.04136496333333,,0.328,,0.24,,0.56,,21.621,,normogravity,4,
,,41.75603163,2023-08-04 18:36:58.830,19.93303163,2023-08-04 18:36:58.550,32.06203163,2023-08-04 18:36:58.870,27.12136496333333,,0.32,,0.328,,0.56,,21.823000000000004,,normogravity,4,
,,41.88803163,2023-08-04 18:36:59.390,19.80403163,2023-08-04 18:36:59.198,32.37203163,2023-08-04 18:36:59.430,26.977364963333333,,0.232,,0.24,,0.56,,22.084,,normogravity,4,
,,41.98403163,2023-08-04 18:36:59.950,19.52203163,2023-08-04 18:36:59.670,32.73003163,2023-08-04 18:36:59.990,27.080698296666665,,0.32,,0.24,,0.56,,22.462,,normogravity,4,
,,41.48303163,2023-08-04 18:37:00.510,19.62903163,2023-08-04 18:37:00.230,32.33303163,2023-08-04 18:37:00.550,26.99836496333333,,0.32,,0.248,,0.56,,21.854,,normogravity,4,
,,41.63103163,2023-08-04 18:37:01.070,19.75603163,2023-08-04 18:37:00.798,32.92603163,2023-08-04 18:37:01.110,27.07836496333333,,0.312,,0.248,,0.56,,21.875000000000004,,normogravity,4,
,,41.97703163,2023-08-04 18:37:01.630,19.80203163,2023-08-04 18:37:01.358,33.51803163,2023-08-04 18:37:01.678,27.070364963333333,,0.32,,0.232,,0.56,,22.175,,normogravity,4,
,,41.39703163,2023-08-04 18:37:02.190,19.61703163,2023-08-04 18:37:01.910,32.81203163,2023-08-04 18:37:02.238,26.92636496333333,,0.328,,0.288,,0.568,,21.78,,normogravity,4,
,,41.66503163,2023-08-04 18:37:02.758,19.69103163,2023-08-04 18:37:02.526,32.60903163,2023-08-04 18:37:02.798,27.06836496333333,,0.272,,0.232,,0.56,,21.974,,normogravity,4,
,,41.74703163,2023-08-04 18:37:03.318,19.77003163,2023-08-04 18:37:03.030,32.49403163,2023-08-04 18:37:03.358,27.082364963333333,,0.328,,0.336,,0.56,,21.977000000000004,,normogravity,4,
,,41.88603163,2023-08-04 18:37:03.878,19.75003163,2023-08-04 18:37:03.694,32.04803163,2023-08-04 18:37:03.918,27.03803163,,0.224,,0.336,,0.56,,22.136,,normogravity,4,
,,42.01703163,2023-08-04 18:37:04.438,19.61403163,2023-08-04 18:37:04.254,33.31603163,2023-08-04 18:37:04.478,27.192364963333333,,0.224,,0.336,,0.56,,22.403,,normogravity,4,
,,42.04003163,2023-08-04 18:37:04.998,19.78003163,2023-08-04 18:37:04.814,33.65003163,2023-08-04 18:37:05.038,27.130698296666665,,0.224,,0.336,,0.56,,22.26,,normogravity,4,
,,41.79203163,2023-08-04 18:37:05.558,19.67603163,2023-08-04 18:37:05.374,32.27203163,2023-08-04 18:37:05.598,26.99336496333333,,0.224,,0.296,,0.56,,22.116,,normogravity,4,
,,41.74503163,2023-08-04 18:37:06.118,19.59403163,2023-08-04 18:37:05.894,32.60103163,2023-08-04 18:37:06.158,27.02703163,,0.264,,0.304,,0.56,,22.151,,normogravity,4,
,,41.61303163,2023-08-04 18:37:06.678,19.66803163,2023-08-04 18:37:06.462,33.11203163,2023-08-04 18:37:06.718,26.98236496333333,,0.256,,0.304,,0.56,,21.945,,normogravity,4,
,,41.54303163,2023-08-04 18:37:07.238,19.66703163,2023-08-04 18:37:07.022,32.90203163,2023-08-04 18:37:07.286,26.945698296666663,,0.264,,0.336,,0.568,,21.876,,normogravity,4,
,,41.69803163,2023-08-04 18:37:07.806,19.64703163,2023-08-04 18:37:07.622,32.48203163,2023-08-04 18:37:07.846,27.044698296666667,,0.224,,0.328,,0.56,,22.051,,normogravity,4,
,,41.75403163,2023-08-04 18:37:08.366,19.71803163,2023-08-04 18:37:08.174,32.58903163,2023-08-04 18:37:08.406,27.056698296666667,,0.232,,0.336,,0.56,,22.036,,normogravity,4,
,,41.61603163,2023-08-04 18:37:08.926,19.70803163,2023-08-04 18:37:08.742,31.93303163,2023-08-04 18:37:08.966,27.02403163,,0.224,,0.296,,0.56,,21.908,,normogravity,4,
,,41.55703163,2023-08-04 18:37:09.486,19.72803163,2023-08-04 18:37:09.262,32.31403163,2023-08-04 18:37:09.526,26.93303163,,0.264,,0.304,,0.56,,21.829,,normogravity,4,
,,41.49203163,2023-08-04 18:37:10.046,19.62103163,2023-08-04 18:37:09.830,32.58503163,2023-08-04 18:37:10.086,,,0.256,,,,,,21.871,,normogravity,4,
65.08222569235295,27.94649039823529,68.29701981,2023-08-04 16:22:11.166,26.20001981,2023-08-04 16:22:10.806,52.56801981,2023-08-04 16:22:11.190,40.086353143333326,40.361959203939385,0.384,0.332235294117647,0.24,0.2329696969696969,0.584,106.54326302195436,42.097,37.13573529411765,hypogravity,5,6
,,65.23101981,2023-08-04 16:22:11.750,25.98101981,2023-08-04 16:22:11.430,52.53601981,2023-08-04 16:22:11.766,39.09301981,,0.336,,0.232,,0.576,,39.25000000000001,,hypogravity,5,6
,,64.92801981,2023-08-04 16:22:12.326,26.02401981,2023-08-04 16:22:11.998,51.95001981,2023-08-04 16:22:12.342,39.47268647666666,,0.344,,0.224,,0.544,,38.904,,hypogravity,5,6
,,64.53801981,2023-08-04 16:22:12.870,26.74501981,2023-08-04 16:22:12.566,52.21401981,2023-08-04 16:22:12.918,39.95201981,,0.352,,0.24,,0.576,,37.79299999999999,,hypogravity,5,6
,,65.38801981,2023-08-04 16:22:13.446,27.65901981,2023-08-04 16:22:13.158,53.02701981,2023-08-04 16:22:13.494,40.64601981,,0.336,,0.232,,0.568,,37.729,,hypogravity,5,6
,,65.76801981,2023-08-04 16:22:14.014,28.27501981,2023-08-04 16:22:13.726,52.04601981,2023-08-04 16:22:14.062,41.08135314333333,,0.336,,0.2,,0.568,,37.493,,hypogravity,5,6
,,68.64501981,2023-08-04 16:22:14.582,28.73801981,2023-08-04 16:22:14.262,51.90501981,2023-08-04 16:22:14.630,41.99035314333333,,0.368,,0.232,,0.576,,39.907,,hypogravity,5,6
,,66.41001981,2023-08-04 16:22:15.158,28.66301981,2023-08-04 16:22:14.862,51.83501981,2023-08-04 16:22:15.198,41.03268647666666,,0.336,,0.232,,0.56,,37.74699999999999,,hypogravity,5,6
,,64.66001981,2023-08-04 16:22:15.718,28.34401981,2023-08-04 16:22:15.430,51.90601981,2023-08-04 16:22:15.766,40.15468647666666,,0.336,,0.224,,0.568,,36.316,,hypogravity,5,6
,,65.01401981,2023-08-04 16:22:16.286,27.90201981,2023-08-04 16:22:15.990,50.73401981,2023-08-04 16:22:16.326,40.34935314333333,,0.336,,0.24,,0.568,,37.112,,hypogravity,5,6
,,66.02401981,2023-08-04 16:22:16.854,28.01701981,2023-08-04 16:22:16.566,50.09701981,2023-08-04 16:22:16.894,40.85401981,,0.328,,0.224,,0.568,,38.007,,hypogravity,5,6
,,64.61901981,2023-08-04 16:22:17.422,28.26901981,2023-08-04 16:22:17.118,51.36101981,2023-08-04 16:22:17.454,40.38968647666667,,0.336,,0.24,,0.56,,36.35,,hypogravity,5,6
,,65.16101981,2023-08-04 16:22:17.982,28.27501981,2023-08-04 16:22:17.694,50.41401981,2023-08-04 16:22:18.022,40.335686476666666,,0.328,,0.232,,0.56,,36.886,,hypogravity,5,6
,,64.06101981,2023-08-04 16:22:18.542,27.92301981,2023-08-04 16:22:18.254,50.51201981,2023-08-04 16:22:18.582,40.06501981,,0.328,,0.24,,0.568,,36.138000000000005,,hypogravity,5,6
,,63.35801981,2023-08-04 16:22:19.110,28.06701981,2023-08-04 16:22:18.822,50.24401981,2023-08-04 16:22:19.150,39.90401981,,0.328,,0.232,,0.56,,35.291,,hypogravity,5,6
,,63.35801981,2023-08-04 16:22:19.670,28.17701981,2023-08-04 16:22:19.382,49.46001981,2023-08-04 16:22:19.710,39.85001981,,0.328,,0.232,,0.56,,35.181,,hypogravity,5,6
,,63.63301981,2023-08-04 16:22:20.230,28.09601981,2023-08-04 16:22:19.942,49.68801981,2023-08-04 16:22:20.270,40.13301980999999,,0.328,,0.232,,0.56,,35.537,,hypogravity,5,6
,,64.95901981,2023-08-04 16:22:20.790,28.38301981,2023-08-04 16:22:20.502,49.86501981,2023-08-04 16:22:20.830,40.60101981,,0.328,,0.24,,0.568,,36.576,,hypogravity,5,6
,,64.50301981,2023-08-04 16:22:21.358,28.42201981,2023-08-04 16:22:21.070,50.91701981,2023-08-04 16:22:21.390,40.24301980999999,,0.32,,0.24,,0.56,,36.081,,hypogravity,5,6
,,64.76901981,2023-08-04 16:22:21.918,28.11301981,2023-08-04 16:22:21.630,50.83401981,2023-08-04 16:22:21.958,40.42901981,,0.328,,0.232,,0.56,,36.656000000000006,,hypogravity,5,6
,,65.30201981,2023-08-04 16:22:22.478,28.25901981,2023-08-04 16:22:22.190,50.74101981,2023-08-04 16:22:22.510,40.71801981,,0.32,,0.216,,0.56,,37.043000000000006,,hypogravity,5,6
,,63.79401981,2023-08-04 16:22:23.038,28.42601981,2023-08-04 16:22:22.726,50.54801981,2023-08-04 16:22:23.070,40.049353143333335,,0.344,,0.224,,0.56,,35.368,,hypogravity,5,6
,,64.57201981,2023-08-04 16:22:23.598,28.17701981,2023-08-04 16:22:23.294,50.77901981,2023-08-04 16:22:23.630,40.50601981,,0.336,,0.232,,0.56,,36.395,,hypogravity,5,6
,,65.41801981,2023-08-04 16:22:24.158,28.47301981,2023-08-04 16:22:23.862,50.52801981,2023-08-04 16:22:24.190,40.555353143333335,,0.328,,0.24,,0.552,,36.94500000000001,,hypogravity,5,6
,,66.48201981,2023-08-04 16:22:24.710,28.12401981,2023-08-04 16:22:24.430,50.55801981,2023-08-04 16:22:24.750,40.97401981,,0.32,,0.248,,0.568,,38.358,,hypogravity,5,6
,,64.76001981,2023-08-04 16:22:25.278,28.22001981,2023-08-04 16:22:24.998,50.13601981,2023-08-04 16:22:25.310,40.37135314333333,,0.312,,0.232,,0.56,,36.540000000000006,,hypogravity,5,6
,,64.30301981,2023-08-04 16:22:25.838,28.17701981,2023-08-04 16:22:25.542,50.45701981,2023-08-04 16:22:25.870,40.25635314333333,,0.328,,0.232,,0.552,,36.12599999999999,,hypogravity,5,6
,,66.43801981,2023-08-04 16:22:26.390,28.23301981,2023-08-04 16:22:26.102,50.15401981,2023-08-04 16:22:26.430,40.88801981,,0.328,,0.24,,0.56,,38.205,,hypogravity,5,6
,,66.29701981,2023-08-04 16:22:26.950,28.11301981,2023-08-04 16:22:26.670,50.42701981,2023-08-04 16:22:26.990,40.72501980999999,,0.32,,0.24,,0.568,,38.184,,hypogravity,5,6
,,63.54501981,2023-08-04 16:22:27.518,27.93901981,2023-08-04 16:22:27.230,50.16701981,2023-08-04 16:22:27.550,39.799686476666665,,0.32,,0.24,,0.552,,35.605999999999995,,hypogravity,5,6
,,64.34501981,2023-08-04 16:22:28.070,27.92701981,2023-08-04 16:22:27.790,50.31301981,2023-08-04 16:22:28.110,40.12768647666666,,0.32,,0.232,,0.56,,36.41799999999999,,hypogravity,5,6
,,64.75601981,2023-08-04 16:22:28.630,28.01901981,2023-08-04 16:22:28.342,50.46001981,2023-08-04 16:22:28.670,40.26135314333333,,0.328,,0.24,,0.56,,36.737,,hypogravity,5,6
,,64.53601981,2023-08-04 16:22:29.190,28.01401981,2023-08-04 16:22:28.910,50.33401981,2023-08-04 16:22:29.230,40.049353143333335,,0.32,,0.232,,0.56,,36.522,,hypogravity,5,6
,,64.92301981,2023-08-04 16:22:29.750,27.80601981,2023-08-04 16:22:29.462,50.23501981,2023-08-04 16:22:29.790,,,0.328,,,,,,37.117,,hypogravity,5,6
62.3588262616129,27.167439164838715,62.08801981,2023-08-04 16:33:34.302,24.84401981,2023-08-04 16:33:34.006,48.53801981,2023-08-04 16:33:34.342,37.50868647666666,38.94537536555554,0.336,0.3264516129032258,0.208,0.2368,0.568,106.58455708195169,37.244,35.19138709677419,hypogravity,5,7
,,62.72901981,2023-08-04 16:33:34.870,25.21901981,2023-08-04 16:33:34.550,50.04701981,2023-08-04 16:33:34.918,38.32568647666666,,0.368,,0.208,,0.576,,37.51,,hypogravity,5,7
,,61.96601981,2023-08-04 16:33:35.446,26.12401981,2023-08-04 16:33:35.126,51.03101981,2023-08-04 16:33:35.486,38.32535314333333,,0.36,,0.232,,0.568,,35.842,,hypogravity,5,7
,,61.41101981,2023-08-04 16:33:36.014,26.50501981,2023-08-04 16:33:35.718,50.98801981,2023-08-04 16:33:36.062,38.552353143333335,,0.344,,0.224,,0.568,,34.906,,hypogravity,5,7
,,65.21601981,2023-08-04 16:33:36.582,27.12301981,2023-08-04 16:33:36.286,50.06101981,2023-08-04 16:33:36.630,40.09268647666666,,0.344,,0.232,,0.568,,38.093,,hypogravity,5,7
,,63.46301981,2023-08-04 16:33:37.150,27.53101981,2023-08-04 16:33:36.862,51.21001981,2023-08-04 16:33:37.198,39.69635314333333,,0.336,,0.232,,0.568,,35.932,,hypogravity,5,7
,,63.43501981,2023-08-04 16:33:37.718,27.81301981,2023-08-04 16:33:37.430,52.22701981,2023-08-04 16:33:37.798,39.54235314333333,,0.368,,0.28,,0.568,,35.622,,hypogravity,5,7
,,64.08701981,2023-08-04 16:33:38.286,27.59601981,2023-08-04 16:33:38.078,48.94601981,2023-08-04 16:33:38.326,39.452353143333326,,0.248,,0.312,,0.568,,36.491,,hypogravity,5,7
,,63.67901981,2023-08-04 16:33:38.854,27.13501981,2023-08-04 16:33:38.638,49.19001981,2023-08-04 16:33:38.894,39.31568647666667,,0.256,,0.224,,0.56,,36.544,,hypogravity,5,7
,,62.82101981,2023-08-04 16:33:39.414,27.13401981,2023-08-04 16:33:39.118,51.03401981,2023-08-04 16:33:39.454,39.12101981,,0.336,,0.232,,0.56,,35.687,,hypogravity,5,7
,,64.32601981,2023-08-04 16:33:39.974,27.27101981,2023-08-04 16:33:39.686,49.23701981,2023-08-04 16:33:40.022,39.53735314333333,,0.336,,0.232,,0.568,,37.05500000000001,,hypogravity,5,7
,,63.70401981,2023-08-04 16:33:40.542,27.14301981,2023-08-04 16:33:40.254,49.15701981,2023-08-04 16:33:40.582,39.46868647666666,,0.328,,0.24,,0.56,,36.561,,hypogravity,5,7
,,64.64101981,2023-08-04 16:33:41.102,27.35101981,2023-08-04 16:33:40.822,49.92601981,2023-08-04 16:33:41.150,39.76168647666667,,0.328,,0.232,,0.56,,37.290000000000006,,hypogravity,5,7
,,63.37001981,2023-08-04 16:33:41.662,27.32201981,2023-08-04 16:33:41.382,48.99801981,2023-08-04 16:33:41.710,39.22001981,,0.328,,0.232,,0.568,,36.048,,hypogravity,5,7
,,63.81201981,2023-08-04 16:33:42.230,27.14501981,2023-08-04 16:33:41.942,48.28601981,2023-08-04 16:33:42.270,39.43201981,,0.328,,0.232,,0.56,,36.667,,hypogravity,5,7
,,63.18101981,2023-08-04 16:33:42.790,27.24201981,2023-08-04 16:33:42.502,48.81501981,2023-08-04 16:33:42.830,39.31635314333333,,0.328,,0.24,,0.56,,35.93900000000001,,hypogravity,5,7
,,61.64101981,2023-08-04 16:33:43.350,27.38401981,2023-08-04 16:33:43.070,49.01901981,2023-08-04 16:33:43.390,38.72168647666666,,0.32,,0.24,,0.56,,34.257000000000005,,hypogravity,5,7
,,63.24201981,2023-08-04 16:33:43.910,27.26201981,2023-08-04 16:33:43.630,50.07201981,2023-08-04 16:33:43.950,39.33135314333333,,0.32,,0.24,,0.56,,35.980000000000004,,hypogravity,5,7
,,63.92301981,2023-08-04 16:33:44.470,27.37601981,2023-08-04 16:33:44.190,49.31901981,2023-08-04 16:33:44.510,39.430353143333335,,0.32,,0.24,,0.56,,36.547,,hypogravity,5,7
,,61.97501981,2023-08-04 16:33:45.030,27.18401981,2023-08-04 16:33:44.750,48.89201981,2023-08-04 16:33:45.070,38.84368647666666,,0.32,,0.232,,0.568,,34.791,,hypogravity,5,7
,,62.41101981,2023-08-04 16:33:45.598,27.27801981,2023-08-04 16:33:45.302,49.22601981,2023-08-04 16:33:45.638,39.06035314333333,,0.336,,0.224,,0.552,,35.133,,hypogravity,5,7
,,60.88901981,2023-08-04 16:33:46.150,27.38501981,2023-08-04 16:33:45.862,48.00901981,2023-08-04 16:33:46.190,38.77368647666667,,0.328,,0.232,,0.56,,33.504000000000005,,hypogravity,5,7
,,60.08001981,2023-08-04 16:33:46.710,27.71601981,2023-08-04 16:33:46.422,48.06401981,2023-08-04 16:33:46.750,38.53868647666667,,0.328,,0.216,,0.552,,32.364000000000004,,hypogravity,5,7
,,60.24001981,2023-08-04 16:33:47.262,27.76801981,2023-08-04 16:33:46.966,48.00101981,2023-08-04 16:33:47.310,38.30401981,,0.344,,0.24,,0.568,,32.472,,hypogravity,5,7
,,61.17401981,2023-08-04 16:33:47.830,27.33601981,2023-08-04 16:33:47.550,47.55201981,2023-08-04 16:33:47.870,38.71735314333333,,0.32,,0.248,,0.552,,33.837999999999994,,hypogravity,5,7
,,60.10801981,2023-08-04 16:33:48.382,27.48901981,2023-08-04 16:33:48.118,47.63101981,2023-08-04 16:33:48.430,38.33335314333333,,0.312,,0.216,,0.56,,32.619,,hypogravity,5,7
,,60.05901981,2023-08-04 16:33:48.942,27.44601981,2023-08-04 16:33:48.646,47.03601981,2023-08-04 16:33:48.990,38.38501981,,0.344,,0.216,,0.56,,32.613,,hypogravity,5,7
,,60.73901981,2023-08-04 16:33:49.502,27.54801981,2023-08-04 16:33:49.206,47.34401981,2023-08-04 16:33:49.550,38.747686476666665,,0.344,,0.24,,0.568,,33.191,,hypogravity,5,7
,,59.91301981,2023-08-04 16:33:50.070,27.75201981,2023-08-04 16:33:49.790,47.81601981,2023-08-04 16:33:50.110,38.329686476666666,,0.32,,0.24,,0.56,,32.161,,hypogravity,5,7
,,60.06701981,2023-08-04 16:33:50.630,27.53801981,2023-08-04 16:33:50.350,47.48401981,2023-08-04 16:33:50.670,38.17568647666667,,0.32,,0.288,,0.56,,32.529,,hypogravity,5,7
,,62.73301981,2023-08-04 16:33:51.190,27.23001981,2023-08-04 16:33:50.958,47.23801981,2023-08-04 16:33:51.230,,,0.272,,,,,,35.503,,hypogravity,5,7
60.70669628058823,26.831313927647056,61.09501981,2023-08-04 16:46:00.262,24.62001981,2023-08-04 16:45:59.958,47.89601981,2023-08-04 16:46:00.310,36.92901981,38.18410061808081,0.352,0.3317647058823529,0.208,0.2317575757575757,0.576,106.5891472868217,36.475,33.87538235294117,hypogravity,5,8
,,61.65601981,2023-08-04 16:46:00.838,24.84601981,2023-08-04 16:46:00.518,48.74701981,2023-08-04 16:46:00.878,37.65468647666667,,0.36,,0.208,,0.576,,36.81,,hypogravity,5,8
,,62.41101981,2023-08-04 16:46:01.414,25.65401981,2023-08-04 16:46:01.086,48.85801981,2023-08-04 16:46:01.454,38.40968647666666,,0.368,,0.232,,0.568,,36.757,,hypogravity,5,8
,,62.28801981,2023-08-04 16:46:01.982,26.40901981,2023-08-04 16:46:01.686,49.46001981,2023-08-04 16:46:02.030,38.90135314333333,,0.344,,0.224,,0.576,,35.879000000000005,,hypogravity,5,8
,,63.17801981,2023-08-04 16:46:02.558,27.20801981,2023-08-04 16:46:02.254,48.98301981,2023-08-04 16:46:02.598,39.47601981,,0.344,,0.232,,0.56,,35.97,,hypogravity,5,8
