average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg),gravitational_condition,compression_depth (cm),hypogravity_parabola
,,45.19103163,2023-08-04 16:58:59.646,24.60003163,2023-08-04 16:58:59.438,36.22603163,2023-08-04 16:58:59.694,31.53636496333333,,0.256,,0.304,,0.56,,20.591,,hypogravity,4,5
,,44.65703163,2023-08-04 16:59:00.206,24.70903163,2023-08-04 16:58:59.998,34.88703163,2023-08-04 16:59:00.254,31.323698296666663,,0.256,,0.232,,0.568,,19.948,,hypogravity,4,5
,,45.25403163,2023-08-04 16:59:00.774,24.65703163,2023-08-04 16:59:00.486,35.11803163,2023-08-04 16:59:00.822,31.58203163,,0.336,,0.232,,0.568,,20.597,,hypogravity,4,5
,,45.59003163,2023-08-04 16:59:01.342,24.74603163,2023-08-04 16:59:01.054,35.36603163,2023-08-04 16:59:01.382,31.73536496333333,,0.328,,0.232,,0.56,,20.844,,hypogravity,4,5
,,44.83003163,2023-08-04 16:59:01.902,24.80803163,2023-08-04 16:59:01.614,35.52703163,2023-08-04 16:59:01.950,31.53203163,,0.336,,0.224,,0.568,,20.022,,hypogravity,4,5
,,45.68903163,2023-08-04 16:59:02.470,24.88303163,2023-08-04 16:59:02.174,35.03203163,2023-08-04 16:59:02.510,31.70836496333333,,0.336,,0.232,,0.56,,20.806,,hypogravity,4,5
,,45.82203163,2023-08-04 16:59:03.030,24.71803163,2023-08-04 16:59:02.742,35.26103163,2023-08-04 16:59:03.078,31.74203163,,0.336,,0.224,,0.568,,21.104,,hypogravity,4,5
,,44.02203163,2023-08-04 16:59:03.598,24.70203163,2023-08-04 16:59:03.302,34.21703163,2023-08-04 16:59:03.638,31.256698296666663,,0.336,,0.232,,0.56,,19.32,,hypogravity,4,5
,,43.82803163,2023-08-04 16:59:04.158,24.87403163,2023-08-04 16:59:03.870,34.62403163,2023-08-04 16:59:04.198,31.066698296666665,,0.328,,0.232,,0.56,,18.954,,hypogravity,4,5
,,45.33703163,2023-08-04 16:59:04.718,24.68603163,2023-08-04 16:59:04.430,35.13803163,2023-08-04 16:59:04.766,31.61636496333333,,0.336,,0.224,,0.568,,20.651,,hypogravity,4,5
,,45.35803163,2023-08-04 16:59:05.286,24.75603163,2023-08-04 16:59:04.990,34.95903163,2023-08-04 16:59:05.326,31.669364963333333,,0.336,,0.232,,0.56,,20.602,,hypogravity,4,5
,,45.31603163,2023-08-04 16:59:05.846,24.82503163,2023-08-04 16:59:05.558,36.03303163,2023-08-04 16:59:05.886,31.59603163,,0.328,,0.224,,0.56,,20.491,,hypogravity,4,5
,,45.42403163,2023-08-04 16:59:06.406,24.73603163,2023-08-04 16:59:06.110,35.26303163,2023-08-04 16:59:06.454,31.701364963333333,,0.344,,0.224,,0.56,,20.688,,hypogravity,4,5
,,43.66403163,2023-08-04 16:59:06.966,24.84003163,2023-08-04 16:59:06.678,34.24603163,2023-08-04 16:59:07.014,30.96136496333333,,0.336,,0.312,,0.568,,18.824,,hypogravity,4,5
,,44.93103163,2023-08-04 16:59:07.534,24.61003163,2023-08-04 16:59:07.326,36.06303163,2023-08-04 16:59:07.574,,,0.248,,,,,,20.321,,hypogravity,4,5
42.62436312171271,20.08086035928177,49.55703163,2023-08-04 18:35:28.838,21.91203163,2023-08-04 18:35:28.174,41.13603163,2023-08-04 18:35:28.870,30.52703163,27.59067607444445,0.696,0.277524861878453,0.272,0.2871111111111111,0.592,106.71093194213894,27.645,22.54350276243094,normogravity,4,
,,47.83203163,2023-08-04 18:35:29.430,21.01203163,2023-08-04 18:35:29.142,38.95203163,2023-08-04 18:35:29.446,30.076698296666667,,0.304,,0.248,,0.584,,26.820000000000004,,normogravity,4,
,,46.22503163,2023-08-04 18:35:30.014,21.19903163,2023-08-04 18:35:29.694,38.94603163,2023-08-04 18:35:30.030,29.441698296666665,,0.336,,0.344,,0.576,,25.026,,normogravity,4,
,,45.14603163,2023-08-04 18:35:30.590,21.05003163,2023-08-04 18:35:30.374,38.75603163,2023-08-04 18:35:30.614,29.06003163,,0.24,,0.312,,0.552,,24.096000000000004,,normogravity,4,
,,44.12303163,2023-08-04 18:35:31.142,21.01703163,2023-08-04 18:35:30.926,36.29303163,2023-08-04 18:35:31.190,28.507698296666668,,0.264,,0.336,,0.576,,23.106,,normogravity,4,
,,44.70903163,2023-08-04 18:35:31.718,20.70003163,2023-08-04 18:35:31.526,35.51803163,2023-08-04 18:35:31.766,28.80303163,,0.24,,0.312,,0.6,,24.009,,normogravity,4,
,,44.70403163,2023-08-04 18:35:32.318,20.85003163,2023-08-04 18:35:32.078,35.76403163,2023-08-04 18:35:32.382,28.89403163,,0.304,,0.296,,0.576,,23.854000000000003,,normogravity,4,
,,43.96603163,2023-08-04 18:35:32.894,20.98903163,2023-08-04 18:35:32.678,38.69603163,2023-08-04 18:35:32.910,28.53203163,,0.232,,0.336,,0.544,,22.977000000000004,,normogravity,4,
,,44.90703163,2023-08-04 18:35:33.438,20.81503163,2023-08-04 18:35:33.246,36.15103163,2023-08-04 18:35:33.486,28.80703163,,0.24,,0.336,,0.568,,24.092,,normogravity,4,
,,43.52803163,2023-08-04 18:35:34.006,20.75703163,2023-08-04 18:35:33.822,36.07803163,2023-08-04 18:35:34.054,28.41603163,,0.232,,0.336,,0.576,,22.771,,normogravity,4,
,,43.88803163,2023-08-04 18:35:34.582,20.86003163,2023-08-04 18:35:34.390,35.48003163,2023-08-04 18:35:34.622,28.44736496333333,,0.232,,0.336,,0.568,,23.028,,normogravity,4,
,,43.99503163,2023-08-04 18:35:35.150,20.72703163,2023-08-04 18:35:34.958,35.89203163,2023-08-04 18:35:35.190,28.423698296666664,,0.232,,0.336,,0.568,,23.268,,normogravity,4,
,,43.96503163,2023-08-04 18:35:35.718,20.63803163,2023-08-04 18:35:35.526,35.47603163,2023-08-04 18:35:35.766,28.403698296666665,,0.24,,0.328,,0.568,,23.327,,normogravity,4,
,,43.86003163,2023-08-04 18:35:36.286,20.62303163,2023-08-04 18:35:36.094,34.36503163,2023-08-04 18:35:36.334,28.342698296666665,,0.24,,0.336,,0.568,,23.237,,normogravity,4,
,,43.77903163,2023-08-04 18:35:36.854,20.58403163,2023-08-04 18:35:36.670,34.57503163,2023-08-04 18:35:36.894,28.315698296666664,,0.224,,0.232,,0.568,,23.195,,normogravity,4,
,,43.56803163,2023-08-04 18:35:37.422,20.58403163,2023-08-04 18:35:37.126,36.38303163,2023-08-04 18:35:37.462,28.196698296666668,,0.336,,0.336,,0.568,,22.984,,normogravity,4,
,,43.78503163,2023-08-04 18:35:37.990,20.51103163,2023-08-04 18:35:37.798,35.24603163,2023-08-04 18:35:38.030,28.38236496333333,,0.232,,0.24,,0.56,,23.274,,normogravity,4,
,,44.14303163,2023-08-04 18:35:38.550,20.68103163,2023-08-04 18:35:38.270,36.04003163,2023-08-04 18:35:38.598,28.52703163,,0.328,,0.336,,0.568,,23.462000000000003,,normogravity,4,
,,43.68003163,2023-08-04 18:35:39.118,20.71903163,2023-08-04 18:35:38.934,35.46103163,2023-08-04 18:35:39.166,28.19403163,,0.232,,0.328,,0.568,,22.961,,normogravity,4,
,,44.05503163,2023-08-04 18:35:39.686,20.45103163,2023-08-04 18:35:39.494,34.97403163,2023-08-04 18:35:39.726,28.36036496333333,,0.232,,0.24,,0.56,,23.604000000000003,,normogravity,4,
,,43.63103163,2023-08-04 18:35:40.246,20.51303163,2023-08-04 18:35:39.966,36.59203163,2023-08-04 18:35:40.294,28.20836496333333,,0.328,,0.336,,0.568,,23.118,,normogravity,4,
,,43.34003163,2023-08-04 18:35:40.814,20.49703163,2023-08-04 18:35:40.630,36.57903163,2023-08-04 18:35:40.854,28.00803163,,0.224,,0.336,,0.568,,22.843,,normogravity,4,
,,43.00303163,2023-08-04 18:35:41.382,20.34203163,2023-08-04 18:35:41.190,35.67003163,2023-08-04 18:35:41.422,27.97503163,,0.232,,0.24,,0.56,,22.661,,normogravity,4,
,,43.26603163,2023-08-04 18:35:41.942,20.46103163,2023-08-04 18:35:41.662,35.42103163,2023-08-04 18:35:41.990,28.09603163,,0.328,,0.336,,0.568,,22.805,,normogravity,4,
,,43.68603163,2023-08-04 18:35:42.510,20.51103163,2023-08-04 18:35:42.326,34.38703163,2023-08-04 18:35:42.550,28.10736496333333,,0.224,,0.336,,0.56,,23.175,,normogravity,4,
,,42.67803163,2023-08-04 18:35:43.070,20.31803163,2023-08-04 18:35:42.886,41.60603163,2023-08-04 18:35:43.086,27.86736496333333,,0.2,,0.32,,0.568,,22.36,,normogravity,4,
,,42.96403163,2023-08-04 18:35:43.638,20.46203163,2023-08-04 18:35:43.406,34.77303163,2023-08-04 18:35:43.678,27.930698296666662,,0.272,,0.336,,0.56,,22.502,,normogravity,4,
,,43.10903163,2023-08-04 18:35:44.198,20.41403163,2023-08-04 18:35:44.014,33.61103163,2023-08-04 18:35:44.246,27.911698296666664,,0.232,,0.24,,0.568,,22.695,,normogravity,4,
,,42.82303163,2023-08-04 18:35:44.766,20.31303163,2023-08-04 18:35:44.486,35.27303163,2023-08-04 18:35:44.806,27.88636496333333,,0.32,,0.328,,0.56,,22.51,,normogravity,4,
,,42.97003163,2023-08-04 18:35:45.326,20.41803163,2023-08-04 18:35:45.134,35.17003163,2023-08-04 18:35:45.366,27.92003163,,0.232,,0.336,,0.56,,22.552,,normogravity,4,
,,43.12503163,2023-08-04 18:35:45.886,20.39503163,2023-08-04 18:35:45.702,35.10403163,2023-08-04 18:35:45.934,28.011698296666665,,0.232,,0.328,,0.56,,22.730000000000004,,normogravity,4,
,,42.33703163,2023-08-04 18:35:46.446,20.45503163,2023-08-04 18:35:46.262,36.54903163,2023-08-04 18:35:46.494,27.75836496333333,,0.232,,0.328,,0.568,,21.882,,normogravity,4,
,,43.42003163,2023-08-04 18:35:47.014,20.46903163,2023-08-04 18:35:46.822,33.67703163,2023-08-04 18:35:47.054,28.062698296666664,,0.232,,0.248,,0.56,,22.951,,normogravity,4,
,,43.50103163,2023-08-04 18:35:47.574,20.38403163,2023-08-04 18:35:47.302,34.41803163,2023-08-04 18:35:47.614,28.06303163,,0.312,,0.248,,0.56,,23.117,,normogravity,4,
,,43.10903163,2023-08-04 18:35:48.134,20.34403163,2023-08-04 18:35:47.862,33.89103163,2023-08-04 18:35:48.182,27.84903163,,0.32,,0.24,,0.56,,22.765,,normogravity,4,
,,42.80903163,2023-08-04 18:35:48.694,20.21903163,2023-08-04 18:35:48.422,33.57503163,2023-08-04 18:35:48.742,27.827698296666664,,0.32,,0.248,,0.568,,22.59,,normogravity,4,
,,42.92803163,2023-08-04 18:35:49.262,20.33703163,2023-08-04 18:35:48.990,34.08003163,2023-08-04 18:35:49.302,27.964698296666665,,0.312,,0.336,,0.56,,22.591,,normogravity,4,
,,43.47603163,2023-08-04 18:35:49.822,20.48303163,2023-08-04 18:35:49.638,33.76603163,2023-08-04 18:35:49.862,28.018698296666667,,0.224,,0.248,,0.56,,22.993,,normogravity,4,
,,43.41703163,2023-08-04 18:35:50.382,20.29003163,2023-08-04 18:35:50.110,34.24603163,2023-08-04 18:35:50.422,27.963698296666664,,0.312,,0.24,,0.56,,23.126999999999995,,normogravity,4,
,,43.55303163,2023-08-04 18:35:50.942,20.23703163,2023-08-04 18:35:50.662,34.17603163,2023-08-04 18:35:50.990,27.92036496333333,,0.328,,0.24,,0.568,,23.316,,normogravity,4,
,,42.95103163,2023-08-04 18:35:51.510,20.10403163,2023-08-04 18:35:51.230,34.13103163,2023-08-04 18:35:51.550,27.539698296666664,,0.32,,0.248,,0.56,,22.847,,normogravity,4,
,,42.98203163,2023-08-04 18:35:52.070,19.83403163,2023-08-04 18:35:51.798,35.07803163,2023-08-04 18:35:52.110,27.89603163,,0.312,,0.272,,0.56,,23.148000000000003,,normogravity,4,
,,43.61203163,2023-08-04 18:35:52.630,20.35303163,2023-08-04 18:35:52.382,34.19303163,2023-08-04 18:35:52.670,28.160698296666663,,0.288,,0.304,,0.56,,23.259,,normogravity,4,
,,43.64903163,2023-08-04 18:35:53.190,20.43503163,2023-08-04 18:35:52.974,34.68503163,2023-08-04 18:35:53.230,28.10903163,,0.256,,0.248,,0.56,,23.214,,normogravity,4,
,,43.60803163,2023-08-04 18:35:53.750,20.33903163,2023-08-04 18:35:53.478,35.39303163,2023-08-04 18:35:53.790,28.108698296666667,,0.312,,0.336,,0.56,,23.269,,normogravity,4,
,,43.51303163,2023-08-04 18:35:54.310,20.35903163,2023-08-04 18:35:54.126,34.50003163,2023-08-04 18:35:54.358,28.00303163,,0.232,,0.24,,0.568,,23.154,,normogravity,4,
,,43.29103163,2023-08-04 18:35:54.878,20.24803163,2023-08-04 18:35:54.598,33.73103163,2023-08-04 18:35:54.918,27.80703163,,0.32,,0.24,,0.56,,23.043,,normogravity,4,
,,43.02803163,2023-08-04 18:35:55.438,20.06503163,2023-08-04 18:35:55.158,33.51603163,2023-08-04 18:35:55.478,27.817364963333333,,0.32,,0.336,,0.56,,22.963,,normogravity,4,
,,43.13603163,2023-08-04 18:35:55.998,20.21203163,2023-08-04 18:35:55.814,33.16303163,2023-08-04 18:35:56.038,27.707364963333333,,0.224,,0.24,,0.56,,22.924,,normogravity,4,
,,43.19403163,2023-08-04 18:35:56.558,19.99303163,2023-08-04 18:35:56.278,33.66003163,2023-08-04 18:35:56.598,27.96003163,,0.32,,0.248,,0.56,,23.201,,normogravity,4,
,,43.45203163,2023-08-04 18:35:57.118,20.34303163,2023-08-04 18:35:56.846,33.84103163,2023-08-04 18:35:57.158,27.97336496333333,,0.312,,0.248,,0.56,,23.109,,normogravity,4,
,,43.47403163,2023-08-04 18:35:57.678,20.23403163,2023-08-04 18:35:57.406,34.57603163,2023-08-04 18:35:57.718,27.87936496333333,,0.312,,0.336,,0.56,,23.24,,normogravity,4,
,,43.06403163,2023-08-04 18:35:58.238,20.08203163,2023-08-04 18:35:58.054,34.61303163,2023-08-04 18:35:58.286,27.952698296666668,,0.232,,0.328,,0.56,,22.982000000000003,,normogravity,4,
,,42.78703163,2023-08-04 18:35:58.798,20.39703163,2023-08-04 18:35:58.614,34.36203163,2023-08-04 18:35:58.846,27.749698296666665,,0.232,,0.328,,0.568,,22.39,,normogravity,4,
,,42.49703163,2023-08-04 18:35:59.366,20.23103163,2023-08-04 18:35:59.174,33.28203163,2023-08-04 18:35:59.406,27.58703163,,0.232,,0.24,,0.56,,22.266,,normogravity,4,
,,42.81903163,2023-08-04 18:35:59.926,20.13203163,2023-08-04 18:35:59.646,34.17303163,2023-08-04 18:35:59.966,27.73836496333333,,0.32,,0.24,,0.56,,22.687,,normogravity,4,
,,43.06003163,2023-08-04 18:36:00.486,20.19803163,2023-08-04 18:36:00.206,34.58703163,2023-08-04 18:36:00.526,27.81603163,,0.32,,0.24,,0.56,,22.862,,normogravity,4,
,,42.66503163,2023-08-04 18:36:01.046,20.19403163,2023-08-04 18:36:00.766,35.15903163,2023-08-04 18:36:01.086,27.75436496333333,,0.32,,0.296,,0.56,,22.471,,normogravity,4,
,,42.97903163,2023-08-04 18:36:01.606,20.29903163,2023-08-04 18:36:01.382,34.57003163,2023-08-04 18:36:01.646,27.741698296666662,,0.264,,0.336,,0.56,,22.68,,normogravity,4,
,,42.45703163,2023-08-04 18:36:02.166,20.12303163,2023-08-04 18:36:01.982,33.54203163,2023-08-04 18:36:02.206,27.617698296666667,,0.224,,0.288,,0.56,,22.334000000000003,,normogravity,4,
,,42.44003163,2023-08-04 18:36:02.726,20.19803163,2023-08-04 18:36:02.494,34.41903163,2023-08-04 18:36:02.774,27.70003163,,0.28,,0.24,,0.56,,22.242,,normogravity,4,
,,42.10103163,2023-08-04 18:36:03.286,20.33003163,2023-08-04 18:36:03.014,33.33203163,2023-08-04 18:36:03.334,27.35903163,,0.32,,0.24,,0.56,,21.771,,normogravity,4,
,,42.30603163,2023-08-04 18:36:03.846,19.98803163,2023-08-04 18:36:03.574,33.82203163,2023-08-04 18:36:03.894,27.586698296666665,,0.32,,0.336,,0.568,,22.318,,normogravity,4,
,,42.69603163,2023-08-04 18:36:04.414,20.22703163,2023-08-04 18:36:04.230,32.88003163,2023-08-04 18:36:04.454,27.672698296666667,,0.224,,0.232,,0.56,,22.469,,normogravity,4,
,,42.56203163,2023-08-04 18:36:04.974,20.16103163,2023-08-04 18:36:04.686,33.38403163,2023-08-04 18:36:05.014,27.60336496333333,,0.328,,0.296,,0.56,,22.401,,normogravity,4,
,,42.84303163,2023-08-04 18:36:05.534,20.12403163,2023-08-04 18:36:05.310,33.30103163,2023-08-04 18:36:05.574,27.787698296666665,,0.264,,0.272,,0.56,,22.719,,normogravity,4,
,,42.55603163,2023-08-04 18:36:06.094,20.26003163,2023-08-04 18:36:05.846,33.69903163,2023-08-04 18:36:06.134,27.62736496333333,,0.288,,0.232,,0.56,,22.296,,normogravity,4,
,,42.73903163,2023-08-04 18:36:06.654,20.16303163,2023-08-04 18:36:06.366,33.87503163,2023-08-04 18:36:06.694,27.663698296666663,,0.328,,0.336,,0.56,,22.576,,normogravity,4,
,,42.38403163,2023-08-04 18:36:07.214,20.12603163,2023-08-04 18:36:07.030,33.68903163,2023-08-04 18:36:07.254,27.53603163,,0.224,,0.24,,0.56,,22.258000000000003,,normogravity,4,
,,42.72803163,2023-08-04 18:36:07.774,20.11203163,2023-08-04 18:36:07.494,33.75903163,2023-08-04 18:36:07.822,27.658698296666664,,0.328,,0.328,,0.56,,22.616,,normogravity,4,
,,42.01603163,2023-08-04 18:36:08.334,20.12403163,2023-08-04 18:36:08.150,33.90503163,2023-08-04 18:36:08.382,27.47936496333333,,0.232,,0.296,,0.568,,21.892,,normogravity,4,
,,42.41503163,2023-08-04 18:36:08.902,20.21103163,2023-08-04 18:36:08.678,33.23003163,2023-08-04 18:36:08.942,27.485698296666666,,0.264,,0.328,,0.56,,22.204,,normogravity,4,
,,42.65703163,2023-08-04 18:36:09.462,20.02103163,2023-08-04 18:36:09.270,33.09103163,2023-08-04 18:36:09.502,27.60436496333333,,0.232,,0.336,,0.56,,22.636,,normogravity,4,
,,42.67803163,2023-08-04 18:36:10.022,20.07803163,2023-08-04 18:36:09.838,33.38903163,2023-08-04 18:36:10.062,27.61603163,,0.224,,0.248,,0.56,,22.6,,normogravity,4,
,,42.91303163,2023-08-04 18:36:10.582,20.08503163,2023-08-04 18:36:10.310,33.55203163,2023-08-04 18:36:10.622,27.65036496333333,,0.312,,0.272,,0.56,,22.828,,normogravity,4,
,,42.93303163,2023-08-04 18:36:11.142,20.01903163,2023-08-04 18:36:10.894,33.69103163,2023-08-04 18:36:11.182,27.63836496333333,,0.288,,0.304,,0.56,,22.914,,normogravity,4,
,,42.38703163,2023-08-04 18:36:11.702,19.99103163,2023-08-04 18:36:11.486,33.67703163,2023-08-04 18:36:11.742,27.543698296666665,,0.256,,0.336,,0.56,,22.396000000000004,,normogravity,4,
,,42.41403163,2023-08-04 18:36:12.262,20.12203163,2023-08-04 18:36:12.078,33.59803163,2023-08-04 18:36:12.310,27.434698296666664,,0.232,,0.264,,0.56,,22.292,,normogravity,4,
,,42.62603163,2023-08-04 18:36:12.822,19.94503163,2023-08-04 18:36:12.574,33.36003163,2023-08-04 18:36:12.870,27.564698296666663,,0.296,,0.24,,0.568,,22.681,,normogravity,4,
,,42.51803163,2023-08-04 18:36:13.390,20.03403163,2023-08-04 18:36:13.110,33.22003163,2023-08-04 18:36:13.430,27.526698296666662,,0.32,,0.328,,0.56,,22.484,,normogravity,4,
,,42.39003163,2023-08-04 18:36:13.950,20.03103163,2023-08-04 18:36:13.758,33.19303163,2023-08-04 18:36:13.990,27.535364963333333,,0.232,,0.248,,0.56,,22.359,,normogravity,4,
,,43.06803163,2023-08-04 18:36:14.510,20.10803163,2023-08-04 18:36:14.238,33.51203163,2023-08-04 18:36:14.550,27.692698296666663,,0.312,,0.336,,0.56,,22.96,,normogravity,4,
,,42.54403163,2023-08-04 18:36:15.070,20.00503163,2023-08-04 18:36:14.886,33.90603163,2023-08-04 18:36:15.110,27.510698296666664,,0.224,,0.24,,0.56,,22.539,,normogravity,4,
,,42.85403163,2023-08-04 18:36:15.630,19.99403163,2023-08-04 18:36:15.350,33.78903163,2023-08-04 18:36:15.670,27.42136496333333,,0.32,,0.24,,0.56,,22.860000000000003,,normogravity,4,
,,42.86303163,2023-08-04 18:36:16.190,19.70503163,2023-08-04 18:36:15.910,34.65303163,2023-08-04 18:36:16.230,27.759698296666667,,0.32,,0.336,,0.56,,23.158,,normogravity,4,
,,42.96503163,2023-08-04 18:36:16.750,20.20803163,2023-08-04 18:36:16.566,34.18603163,2023-08-04 18:36:16.798,27.65703163,,0.232,,0.24,,0.56,,22.757,,normogravity,4,
,,42.26703163,2023-08-04 18:36:17.310,20.00303163,2023-08-04 18:36:17.038,33.44403163,2023-08-04 18:36:17.358,27.317698296666663,,0.32,,0.232,,0.568,,22.264,,normogravity,4,
,,41.76303163,2023-08-04 18:36:17.878,19.84303163,2023-08-04 18:36:17.590,32.44903163,2023-08-04 18:36:17.918,27.26636496333333,,0.328,,0.232,,0.56,,21.92,,normogravity,4,
,,41.76203163,2023-08-04 18:36:18.438,20.01803163,2023-08-04 18:36:18.150,32.96103163,2023-08-04 18:36:18.478,27.27269829666667,,0.328,,0.304,,0.56,,21.744000000000003,,normogravity,4,
,,42.18403163,2023-08-04 18:36:18.998,20.02803163,2023-08-04 18:36:18.782,32.73103163,2023-08-04 18:36:19.038,27.398698296666662,,0.256,,0.24,,0.56,,22.156,,normogravity,4,
,,42.09003163,2023-08-04 18:36:19.558,20.00603163,2023-08-04 18:36:19.278,32.80303163,2023-08-04 18:36:19.598,27.36536496333333,,0.32,,0.248,,0.56,,22.084,,normogravity,4,
,,42.01603163,2023-08-04 18:36:20.118,20.00303163,2023-08-04 18:36:19.846,32.96003163,2023-08-04 18:36:20.158,27.300698296666667,,0.312,,0.312,,0.56,,22.013,,normogravity,4,
,,42.13003163,2023-08-04 18:36:20.678,19.94303163,2023-08-04 18:36:20.470,33.27903163,2023-08-04 18:36:20.718,27.40803163,,0.248,,0.248,,0.56,,22.187,,normogravity,4,
,,41.84303163,2023-08-04 18:36:21.238,20.04703163,2023-08-04 18:36:20.966,34.45603163,2023-08-04 18:36:21.278,27.243698296666665,,0.312,,0.232,,0.56,,21.796,,normogravity,4,
,,42.05703163,2023-08-04 18:36:21.798,19.94403163,2023-08-04 18:36:21.510,33.75703163,2023-08-04 18:36:21.846,27.42236496333333,,0.336,,0.312,,0.568,,22.113,,normogravity,4,
,,42.34503163,2023-08-04 18:36:22.366,20.10503163,2023-08-04 18:36:22.158,33.09703163,2023-08-04 18:36:22.406,27.331698296666666,,0.248,,0.24,,0.56,,22.24,,normogravity,4,
,,42.55903163,2023-08-04 18:36:22.926,19.82503163,2023-08-04 18:36:22.646,33.35903163,2023-08-04 18:36:22.966,27.44703163,,0.32,,0.24,,0.56,,22.734,,normogravity,4,
,,42.59803163,2023-08-04 18:36:23.486,19.89103163,2023-08-04 18:36:23.206,33.36603163,2023-08-04 18:36:23.526,27.521364963333333,,0.32,,0.336,,0.56,,22.707,,normogravity,4,
,,42.76303163,2023-08-04 18:36:24.046,19.98303163,2023-08-04 18:36:23.862,33.93403163,2023-08-04 18:36:24.086,27.557698296666665,,0.224,,0.336,,0.56,,22.78,,normogravity,4,
,,43.08003163,2023-08-04 18:36:24.606,19.95503163,2023-08-04 18:36:24.422,34.21703163,2023-08-04 18:36:24.646,27.730698296666667,,0.224,,0.336,,0.56,,23.125,,normogravity,4,
,,42.79803163,2023-08-04 18:36:25.166,20.05603163,2023-08-04 18:36:24.982,33.95303163,2023-08-04 18:36:25.206,27.61536496333333,,0.224,,0.296,,0.56,,22.742,,normogravity,4,
,,42.55403163,2023-08-04 18:36:25.726,20.02403163,2023-08-04 18:36:25.502,33.62803163,2023-08-04 18:36:25.774,27.484698296666664,,0.272,,0.24,,0.56,,22.53,,normogravity,4,
,,42.30103163,2023-08-04 18:36:26.286,19.95003163,2023-08-04 18:36:26.014,33.16303163,2023-08-04 18:36:26.334,27.34703163,,0.32,,0.248,,0.568,,22.351,,normogravity,4,
,,42.11803163,2023-08-04 18:36:26.854,19.87003163,2023-08-04 18:36:26.582,32.91103163,2023-08-04 18:36:26.894,27.366698296666662,,0.312,,0.232,,0.56,,22.248,,normogravity,4,
,,42.29403163,2023-08-04 18:36:27.414,19.99103163,2023-08-04 18:36:27.126,32.91403163,2023-08-04 18:36:27.454,27.266698296666664,,0.328,,0.24,,0.56,,22.303,,normogravity,4,
,,42.18203163,2023-08-04 18:36:27.974,19.75303163,2023-08-04 18:36:27.694,32.74003163,2023-08-04 18:36:28.014,27.41136496333333,,0.32,,0.232,,0.56,,22.429,,normogravity,4,
,,42.42703163,2023-08-04 18:36:28.534,20.02603163,2023-08-04 18:36:28.246,32.85503163,2023-08-04 18:36:28.574,27.481698296666664,,0.328,,0.336,,0.56,,22.401000000000003,,normogravity,4,
,,42.22203163,2023-08-04 18:36:29.094,20.00903163,2023-08-04 18:36:28.910,33.18503163,2023-08-04 18:36:29.134,27.29803163,,0.224,,0.336,,0.56,,22.213,,normogravity,4,
,,42.19403163,2023-08-04 18:36:29.654,19.83603163,2023-08-04 18:36:29.470,33.54503163,2023-08-04 18:36:29.694,27.40403163,,0.224,,0.24,,0.56,,22.358,,normogravity,4,
,,42.22103163,2023-08-04 18:36:30.214,20.00903163,2023-08-04 18:36:29.934,33.77403163,2023-08-04 18:36:30.262,27.299698296666666,,0.328,,0.296,,0.568,,22.212,,normogravity,4,
,,42.13503163,2023-08-04 18:36:30.782,19.83903163,2023-08-04 18:36:30.558,33.47503163,2023-08-04 18:36:30.822,27.38703163,,0.264,,0.336,,0.56,,22.296,,normogravity,4,
,,42.76303163,2023-08-04 18:36:31.342,20.01303163,2023-08-04 18:36:31.158,33.54303163,2023-08-04 18:36:31.382,27.503698296666663,,0.224,,0.336,,0.56,,22.75,,normogravity,4,
,,42.28903163,2023-08-04 18:36:31.902,19.87403163,2023-08-04 18:36:31.718,32.88503163,2023-08-04 18:36:31.942,27.40303163,,0.224,,0.336,,0.56,,22.415,,normogravity,4,
,,42.67603163,2023-08-04 18:36:32.462,19.96003163,2023-08-04 18:36:32.278,33.25703163,2023-08-04 18:36:32.502,27.42203163,,0.224,,0.336,,0.56,,22.716,,normogravity,4,
,,42.78303163,2023-08-04 18:36:33.022,19.79503163,2023-08-04 18:36:32.838,33.50003163,2023-08-04 18:36:33.062,27.570364963333333,,0.224,,0.336,,0.56,,22.988000000000003,,normogravity,4,
,,42.56003163,2023-08-04 18:36:33.582,19.96403163,2023-08-04 18:36:33.398,33.42603163,2023-08-04 18:36:33.622,27.45203163,,0.224,,0.336,,0.56,,22.596,,normogravity,4,
,,42.17303163,2023-08-04 18:36:34.142,19.89803163,2023-08-04 18:36:33.958,33.40903163,2023-08-04 18:36:34.182,27.23836496333333,,0.224,,0.344,,0.56,,22.275,,normogravity,4,
,,41.92603163,2023-08-04 18:36:34.702,19.77103163,2023-08-04 18:36:34.526,33.10203163,2023-08-04 18:36:34.750,27.15803163,,0.224,,0.232,,0.56,,22.155,,normogravity,4,
,,41.65203163,2023-08-04 18:36:35.262,19.77403163,2023-08-04 18:36:34.982,33.01103163,2023-08-04 18:36:35.310,27.09803163,,0.328,,0.336,,0.568,,21.878000000000004,,normogravity,4,
