average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg)
,,47.07303163,2023-08-04 16:41:14.230,24.95903163,2023-08-04 16:41:14.030,38.31603163,2023-08-04 16:41:14.278,32.21636496333333,,0.248,,0.224,,0.576,,22.114000000000004,
,,46.55803163,2023-08-04 16:41:14.806,24.78803163,2023-08-04 16:41:14.502,37.74103163,2023-08-04 16:41:14.846,32.24003163,,0.344,,0.232,,0.56,,21.770000000000003,
,,45.74203163,2023-08-04 16:41:15.366,25.08103163,2023-08-04 16:41:15.078,39.30603163,2023-08-04 16:41:15.414,31.85136496333333,,0.336,,0.312,,0.576,,20.661,
,,46.42203163,2023-08-04 16:41:15.942,24.90603163,2023-08-04 16:41:15.726,37.12203163,2023-08-04 16:41:15.982,32.23269829666667,,0.256,,0.232,,0.56,,21.516,
,,46.39303163,2023-08-04 16:41:16.502,25.13803163,2023-08-04 16:41:16.214,37.24703163,2023-08-04 16:41:16.550,32.25636496333333,,0.336,,0.312,,0.568,,21.255000000000003,
,,47.08903163,2023-08-04 16:41:17.070,25.18803163,2023-08-04 16:41:16.862,37.42803163,2023-08-04 16:41:17.118,32.54169829666667,,0.256,,0.224,,0.568,,21.901,
,,47.86903163,2023-08-04 16:41:17.638,25.26803163,2023-08-04 16:41:17.342,37.71403163,2023-08-04 16:41:17.678,32.843698296666666,,0.336,,0.312,,0.56,,22.601000000000003,
,,47.38603163,2023-08-04 16:41:18.198,25.33103163,2023-08-04 16:41:17.990,36.66803163,2023-08-04 16:41:18.246,32.80603163,,0.256,,0.312,,0.568,,22.055,
,,47.03703163,2023-08-04 16:41:18.766,25.51603163,2023-08-04 16:41:18.558,37.19103163,2023-08-04 16:41:18.814,32.55836496333333,,0.256,,0.224,,0.568,,21.521,
,,46.75303163,2023-08-04 16:41:19.334,25.31903163,2023-08-04 16:41:19.038,37.17703163,2023-08-04 16:41:19.374,32.49436496333333,,0.336,,0.232,,0.56,,21.434,
,,46.90903163,2023-08-04 16:41:19.894,25.36503163,2023-08-04 16:41:19.606,37.00303163,2023-08-04 16:41:19.942,32.45236496333333,,0.336,,0.224,,0.56,,21.544,
,,46.81603163,2023-08-04 16:41:20.454,25.22403163,2023-08-04 16:41:20.166,36.80603163,2023-08-04 16:41:20.502,32.55803163,,0.336,,0.224,,0.568,,21.592,
,,46.51603163,2023-08-04 16:41:21.022,25.42903163,2023-08-04 16:41:20.726,36.68403163,2023-08-04 16:41:21.070,32.44936496333333,,0.344,,0.224,,0.568,,21.087,
,,46.88303163,2023-08-04 16:41:21.590,25.41603163,2023-08-04 16:41:21.294,37.46803163,2023-08-04 16:41:21.630,32.42503162999999,,0.336,,0.232,,0.56,,21.467,
,,47.30103163,2023-08-04 16:41:22.150,25.19603163,2023-08-04 16:41:21.862,37.86803163,2023-08-04 16:41:22.198,32.54836496333333,,0.336,,0.224,,0.56,,22.104999999999997,
,,46.91103163,2023-08-04 16:41:22.710,25.17203163,2023-08-04 16:41:22.422,37.79903163,2023-08-04 16:41:22.758,32.643031629999996,,0.336,,0.232,,0.568,,21.738999999999997,
,,47.27603163,2023-08-04 16:41:23.278,25.50903163,2023-08-04 16:41:22.990,38.55503163,2023-08-04 16:41:23.326,32.70736496333333,,0.336,,0.224,,0.56,,21.767,
,,47.02003163,2023-08-04 16:41:23.838,25.42303163,2023-08-04 16:41:23.550,37.39203163,2023-08-04 16:41:23.886,32.67603163,,0.336,,0.224,,0.568,,21.596999999999998,
,,47.33403163,2023-08-04 16:41:24.406,25.50403163,2023-08-04 16:41:24.110,38.09003163,2023-08-04 16:41:24.446,32.73336496333333,,0.336,,0.224,,0.56,,21.83,
,,47.32003163,2023-08-04 16:41:24.966,25.43303163,2023-08-04 16:41:24.670,38.65203163,2023-08-04 16:41:25.006,32.61336496333333,,0.336,,0.232,,0.56,,21.887000000000004,
,,47.02903163,2023-08-04 16:41:25.526,25.26003163,2023-08-04 16:41:25.238,37.81903163,2023-08-04 16:41:25.574,,,0.336,,,,,,21.769,
