average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg)
62.358826261612904,27.167439164838715,62.08801981,2023-08-04 16:33:34.302,24.84401981,2023-08-04 16:33:34.006,48.53801981,2023-08-04 16:33:34.342,37.50868647666666,38.94537536555554,0.336,0.3264516129032258,0.208,0.23680000000000004,0.568,106.58455708195167,37.244,35.19138709677419
,,62.72901981,2023-08-04 16:33:34.870,25.21901981,2023-08-04 16:33:34.550,50.04701981,2023-08-04 16:33:34.918,38.32568647666666,,0.368,,0.208,,0.576,,37.51,
,,61.96601981,2023-08-04 16:33:35.446,26.12401981,2023-08-04 16:33:35.126,51.03101981,2023-08-04 16:33:35.486,38.32535314333333,,0.36,,0.232,,0.568,,35.842,
,,61.41101981,2023-08-04 16:33:36.014,26.50501981,2023-08-04 16:33:35.718,50.98801981,2023-08-04 16:33:36.062,38.552353143333335,,0.344,,0.224,,0.568,,34.906,
,,65.21601981,2023-08-04 16:33:36.582,27.12301981,2023-08-04 16:33:36.286,50.06101981,2023-08-04 16:33:36.630,40.092686476666664,,0.344,,0.232,,0.568,,38.093,
,,63.46301981,2023-08-04 16:33:37.150,27.53101981,2023-08-04 16:33:36.862,51.21001981,2023-08-04 16:33:37.198,39.69635314333333,,0.336,,0.232,,0.568,,35.932,
,,63.43501981,2023-08-04 16:33:37.718,27.81301981,2023-08-04 16:33:37.430,52.22701981,2023-08-04 16:33:37.798,39.54235314333333,,0.368,,0.28,,0.568,,35.622,
,,64.08701981,2023-08-04 16:33:38.286,27.59601981,2023-08-04 16:33:38.078,48.94601981,2023-08-04 16:33:38.326,39.452353143333326,,0.248,,0.312,,0.568,,36.491,
,,63.67901981,2023-08-04 16:33:38.854,27.13501981,2023-08-04 16:33:38.638,49.19001981,2023-08-04 16:33:38.894,39.31568647666667,,0.256,,0.224,,0.56,,36.544,
,,62.82101981,2023-08-04 16:33:39.414,27.13401981,2023-08-04 16:33:39.118,51.03401981,2023-08-04 16:33:39.454,39.12101981,,0.336,,0.232,,0.56,,35.687,
,,64.32601981,2023-08-04 16:33:39.974,27.27101981,2023-08-04 16:33:39.686,49.23701981,2023-08-04 16:33:40.022,39.537353143333334,,0.336,,0.232,,0.568,,37.05500000000001,
,,63.70401981,2023-08-04 16:33:40.542,27.14301981,2023-08-04 16:33:40.254,49.15701981,2023-08-04 16:33:40.582,39.46868647666666,,0.328,,0.24,,0.56,,36.561,
,,64.64101981,2023-08-04 16:33:41.102,27.35101981,2023-08-04 16:33:40.822,49.92601981,2023-08-04 16:33:41.150,39.76168647666667,,0.328,,0.232,,0.56,,37.290000000000006,
,,63.37001981,2023-08-04 16:33:41.662,27.32201981,2023-08-04 16:33:41.382,48.99801981,2023-08-04 16:33:41.710,39.22001981,,0.328,,0.232,,0.568,,36.048,
,,63.81201981,2023-08-04 16:33:42.230,27.14501981,2023-08-04 16:33:41.942,48.28601981,2023-08-04 16:33:42.270,39.43201981,,0.328,,0.232,,0.56,,36.667,
,,63.18101981,2023-08-04 16:33:42.790,27.24201981,2023-08-04 16:33:42.502,48.81501981,2023-08-04 16:33:42.830,39.31635314333333,,0.328,,0.24,,0.56,,35.93900000000001,
,,61.64101981,2023-08-04 16:33:43.350,27.38401981,2023-08-04 16:33:43.070,49.01901981,2023-08-04 16:33:43.390,38.72168647666666,,0.32,,0.24,,0.56,,34.257000000000005,
,,63.24201981,2023-08-04 16:33:43.910,27.26201981,2023-08-04 16:33:43.630,50.07201981,2023-08-04 16:33:43.950,39.33135314333333,,0.32,,0.24,,0.56,,35.980000000000004,
,,63.92301981,2023-08-04 16:33:44.470,27.37601981,2023-08-04 16:33:44.190,49.31901981,2023-08-04 16:33:44.510,39.430353143333335,,0.32,,0.24,,0.56,,36.547,
,,61.97501981,2023-08-04 16:33:45.030,27.18401981,2023-08-04 16:33:44.750,48.89201981,2023-08-04 16:33:45.070,38.84368647666666,,0.32,,0.232,,0.568,,34.791,
,,62.41101981,2023-08-04 16:33:45.598,27.27801981,2023-08-04 16:33:45.302,49.22601981,2023-08-04 16:33:45.638,39.06035314333333,,0.336,,0.224,,0.552,,35.132999999999996,
,,60.88901981,2023-08-04 16:33:46.150,27.38501981,2023-08-04 16:33:45.862,48.00901981,2023-08-04 16:33:46.190,38.77368647666667,,0.328,,0.232,,0.56,,33.504000000000005,
,,60.08001981,2023-08-04 16:33:46.710,27.71601981,2023-08-04 16:33:46.422,48.06401981,2023-08-04 16:33:46.750,38.53868647666667,,0.328,,0.216,,0.552,,32.364000000000004,
,,60.24001981,2023-08-04 16:33:47.262,27.76801981,2023-08-04 16:33:46.966,48.00101981,2023-08-04 16:33:47.310,38.30401981,,0.344,,0.24,,0.568,,32.472,
,,61.17401981,2023-08-04 16:33:47.830,27.33601981,2023-08-04 16:33:47.550,47.55201981,2023-08-04 16:33:47.870,38.71735314333333,,0.32,,0.248,,0.552,,33.837999999999994,
,,60.10801981,2023-08-04 16:33:48.382,27.48901981,2023-08-04 16:33:48.118,47.63101981,2023-08-04 16:33:48.430,38.33335314333333,,0.312,,0.216,,0.56,,32.619,
,,60.05901981,2023-08-04 16:33:48.942,27.44601981,2023-08-04 16:33:48.646,47.03601981,2023-08-04 16:33:48.990,38.385019809999996,,0.344,,0.216,,0.56,,32.613,
,,60.73901981,2023-08-04 16:33:49.502,27.54801981,2023-08-04 16:33:49.206,47.34401981,2023-08-04 16:33:49.550,38.747686476666665,,0.344,,0.24,,0.568,,33.191,
,,59.91301981,2023-08-04 16:33:50.070,27.75201981,2023-08-04 16:33:49.790,47.81601981,2023-08-04 16:33:50.110,38.329686476666666,,0.32,,0.24,,0.56,,32.161,
,,60.06701981,2023-08-04 16:33:50.630,27.53801981,2023-08-04 16:33:50.350,47.48401981,2023-08-04 16:33:50.670,38.17568647666667,,0.32,,0.288,,0.56,,32.528999999999996,
,,62.73301981,2023-08-04 16:33:51.190,27.23001981,2023-08-04 16:33:50.958,47.23801981,2023-08-04 16:33:51.230,,,0.272,,,,,,35.503,
