average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg)
65.08222569235295,27.946490398235294,68.29701981,2023-08-04 16:22:11.166,26.20001981,2023-08-04 16:22:10.806,52.56801981,2023-08-04 16:22:11.190,40.086353143333326,40.361959203939385,0.384,0.332235294117647,0.24,0.23296969696969697,0.584,106.54326302195436,42.096999999999994,37.13573529411764
,,65.23101981,2023-08-04 16:22:11.750,25.98101981,2023-08-04 16:22:11.430,52.53601981,2023-08-04 16:22:11.766,39.09301981,,0.336,,0.232,,0.576,,39.25000000000001,
,,64.92801981,2023-08-04 16:22:12.326,26.02401981,2023-08-04 16:22:11.998,51.95001981,2023-08-04 16:22:12.342,39.47268647666666,,0.344,,0.224,,0.544,,38.903999999999996,
,,64.53801981,2023-08-04 16:22:12.870,26.74501981,2023-08-04 16:22:12.566,52.21401981,2023-08-04 16:22:12.918,39.952019809999996,,0.352,,0.24,,0.576,,37.79299999999999,
,,65.38801981,2023-08-04 16:22:13.446,27.65901981,2023-08-04 16:22:13.158,53.02701981,2023-08-04 16:22:13.494,40.64601981,,0.336,,0.232,,0.568,,37.729,
,,65.76801981,2023-08-04 16:22:14.014,28.27501981,2023-08-04 16:22:13.726,52.04601981,2023-08-04 16:22:14.062,41.08135314333333,,0.336,,0.2,,0.568,,37.492999999999995,
,,68.64501981,2023-08-04 16:22:14.582,28.73801981,2023-08-04 16:22:14.262,51.90501981,2023-08-04 16:22:14.630,41.99035314333333,,0.368,,0.232,,0.576,,39.907,
,,66.41001981,2023-08-04 16:22:15.158,28.66301981,2023-08-04 16:22:14.862,51.83501981,2023-08-04 16:22:15.198,41.03268647666666,,0.336,,0.232,,0.56,,37.74699999999999,
,,64.66001981,2023-08-04 16:22:15.718,28.34401981,2023-08-04 16:22:15.430,51.90601981,2023-08-04 16:22:15.766,40.15468647666666,,0.336,,0.224,,0.568,,36.315999999999995,
,,65.01401981,2023-08-04 16:22:16.286,27.90201981,2023-08-04 16:22:15.990,50.73401981,2023-08-04 16:22:16.326,40.34935314333333,,0.336,,0.24,,0.568,,37.111999999999995,
,,66.02401981,2023-08-04 16:22:16.854,28.01701981,2023-08-04 16:22:16.566,50.09701981,2023-08-04 16:22:16.894,40.85401981,,0.328,,0.224,,0.568,,38.007,
,,64.61901981,2023-08-04 16:22:17.422,28.26901981,2023-08-04 16:22:17.118,51.36101981,2023-08-04 16:22:17.454,40.38968647666667,,0.336,,0.24,,0.56,,36.349999999999994,
,,65.16101981,2023-08-04 16:22:17.982,28.27501981,2023-08-04 16:22:17.694,50.41401981,2023-08-04 16:22:18.022,40.335686476666666,,0.328,,0.232,,0.56,,36.885999999999996,
,,64.06101981,2023-08-04 16:22:18.542,27.92301981,2023-08-04 16:22:18.254,50.51201981,2023-08-04 16:22:18.582,40.06501981,,0.328,,0.24,,0.568,,36.138000000000005,
,,63.35801981,2023-08-04 16:22:19.110,28.06701981,2023-08-04 16:22:18.822,50.24401981,2023-08-04 16:22:19.150,39.904019809999994,,0.328,,0.232,,0.56,,35.291,
,,63.35801981,2023-08-04 16:22:19.670,28.17701981,2023-08-04 16:22:19.382,49.46001981,2023-08-04 16:22:19.710,39.85001981,,0.328,,0.232,,0.56,,35.181,
,,63.63301981,2023-08-04 16:22:20.230,28.09601981,2023-08-04 16:22:19.942,49.68801981,2023-08-04 16:22:20.270,40.13301980999999,,0.328,,0.232,,0.56,,35.537,
,,64.95901981,2023-08-04 16:22:20.790,28.38301981,2023-08-04 16:22:20.502,49.86501981,2023-08-04 16:22:20.830,40.60101981,,0.328,,0.24,,0.568,,36.576,
,,64.50301981,2023-08-04 16:22:21.358,28.42201981,2023-08-04 16:22:21.070,50.91701981,2023-08-04 16:22:21.390,40.24301980999999,,0.32,,0.24,,0.56,,36.081,
,,64.76901981,2023-08-04 16:22:21.918,28.11301981,2023-08-04 16:22:21.630,50.83401981,2023-08-04 16:22:21.958,40.42901981,,0.328,,0.232,,0.56,,36.656000000000006,
,,65.30201981,2023-08-04 16:22:22.478,28.25901981,2023-08-04 16:22:22.190,50.74101981,2023-08-04 16:22:22.510,40.71801981,,0.32,,0.216,,0.56,,37.043000000000006,
,,63.79401981,2023-08-04 16:22:23.038,28.42601981,2023-08-04 16:22:22.726,50.54801981,2023-08-04 16:22:23.070,40.049353143333335,,0.344,,0.224,,0.56,,35.368,
,,64.57201981,2023-08-04 16:22:23.598,28.17701981,2023-08-04 16:22:23.294,50.77901981,2023-08-04 16:22:23.630,40.50601981,,0.336,,0.232,,0.56,,36.394999999999996,
,,65.41801981,2023-08-04 16:22:24.158,28.47301981,2023-08-04 16:22:23.862,50.52801981,2023-08-04 16:22:24.190,40.555353143333335,,0.328,,0.24,,0.552,,36.94500000000001,
,,66.48201981,2023-08-04 16:22:24.710,28.12401981,2023-08-04 16:22:24.430,50.55801981,2023-08-04 16:22:24.750,40.974019809999994,,0.32,,0.248,,0.568,,38.358,
,,64.76001981,2023-08-04 16:22:25.278,28.22001981,2023-08-04 16:22:24.998,50.13601981,2023-08-04 16:22:25.310,40.37135314333333,,0.312,,0.232,,0.56,,36.540000000000006,
,,64.30301981,2023-08-04 16:22:25.838,28.17701981,2023-08-04 16:22:25.542,50.45701981,2023-08-04 16:22:25.870,40.25635314333333,,0.328,,0.232,,0.552,,36.12599999999999,
,,66.43801981,2023-08-04 16:22:26.390,28.23301981,2023-08-04 16:22:26.102,50.15401981,2023-08-04 16:22:26.430,40.88801981,,0.328,,0.24,,0.56,,38.205,
,,66.29701981,2023-08-04 16:22:26.950,28.11301981,2023-08-04 16:22:26.670,50.42701981,2023-08-04 16:22:26.990,40.72501980999999,,0.32,,0.24,,0.568,,38.184,
,,63.54501981,2023-08-04 16:22:27.518,27.93901981,2023-08-04 16:22:27.230,50.16701981,2023-08-04 16:22:27.550,39.799686476666665,,0.32,,0.24,,0.552,,35.605999999999995,
,,64.34501981,2023-08-04 16:22:28.070,27.92701981,2023-08-04 16:22:27.790,50.31301981,2023-08-04 16:22:28.110,40.12768647666666,,0.32,,0.232,,0.56,,36.41799999999999,
,,64.75601981,2023-08-04 16:22:28.630,28.01901981,2023-08-04 16:22:28.342,50.46001981,2023-08-04 16:22:28.670,40.26135314333333,,0.328,,0.24,,0.56,,36.736999999999995,
,,64.53601981,2023-08-04 16:22:29.190,28.01401981,2023-08-04 16:22:28.910,50.33401981,2023-08-04 16:22:29.230,40.049353143333335,,0.32,,0.232,,0.56,,36.522,
,,64.92301981,2023-08-04 16:22:29.750,27.80601981,2023-08-04 16:22:29.462,50.23501981,2023-08-04 16:22:29.790,,,0.328,,,,,,37.117000000000004,
