average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg)
,,49.78803163,2023-08-04 16:27:18.614,26.33103163,2023-08-04 16:27:18.398,40.01203163,2023-08-04 16:27:18.662,34.45269829666667,,0.264,,0.304,,0.568,,23.457,
,,49.60403163,2023-08-04 16:27:19.182,26.78503163,2023-08-04 16:27:18.966,39.02203163,2023-08-04 16:27:19.222,34.44736496333333,,0.256,,0.304,,0.56,,22.819000000000003,
,,49.41203163,2023-08-04 16:27:19.742,26.86903163,2023-08-04 16:27:19.526,39.73603163,2023-08-04 16:27:19.790,34.41203163,,0.264,,0.224,,0.568,,22.543000000000003,
,,48.62103163,2023-08-04 16:27:20.310,26.91203163,2023-08-04 16:27:20.014,39.55403163,2023-08-04 16:27:20.350,34.241031629999995,,0.336,,0.224,,0.56,,21.708999999999996,
,,48.50103163,2023-08-04 16:27:20.870,27.05103163,2023-08-04 16:27:20.574,41.28103163,2023-08-04 16:27:20.918,34.02303163,,0.344,,0.288,,0.56,,21.45,
,,48.65603163,2023-08-04 16:27:21.430,26.78403163,2023-08-04 16:27:21.206,39.52403163,2023-08-04 16:27:21.478,34.24469829666667,,0.272,,0.224,,0.568,,21.872,
,,48.67803163,2023-08-04 16:27:21.998,27.03903163,2023-08-04 16:27:21.702,41.00503163,2023-08-04 16:27:22.038,34.26936496333333,,0.336,,0.232,,0.56,,21.639,
,,48.72303163,2023-08-04 16:27:22.558,27.06503163,2023-08-04 16:27:22.270,39.83703163,2023-08-04 16:27:22.606,34.29169829666667,,0.336,,0.232,,0.56,,21.658,
,,48.36203163,2023-08-04 16:27:23.118,27.07603163,2023-08-04 16:27:22.838,40.19803163,2023-08-04 16:27:23.166,34.12936496333333,,0.328,,0.232,,0.568,,21.285999999999998,
,,49.57603163,2023-08-04 16:27:23.686,27.01303163,2023-08-04 16:27:23.398,39.62903163,2023-08-04 16:27:23.734,34.50469829666667,,0.336,,0.224,,0.568,,22.563000000000002,
,,49.47303163,2023-08-04 16:27:24.254,26.96903163,2023-08-04 16:27:23.958,39.55603163,2023-08-04 16:27:24.294,34.40903163,,0.336,,0.312,,0.56,,22.504,
,,49.14403163,2023-08-04 16:27:24.814,26.87703163,2023-08-04 16:27:24.606,39.77703163,2023-08-04 16:27:24.854,34.19803163,,0.248,,0.312,,0.56,,22.267,
,,49.31303163,2023-08-04 16:27:25.374,26.72503163,2023-08-04 16:27:25.166,40.69403163,2023-08-04 16:27:25.422,34.357031629999994,,0.256,,0.288,,0.56,,22.587999999999997,
,,49.25203163,2023-08-04 16:27:25.934,26.87903163,2023-08-04 16:27:25.710,40.07903163,2023-08-04 16:27:25.982,34.32203163,,0.272,,0.288,,0.568,,22.372999999999998,
,,48.63603163,2023-08-04 16:27:26.502,26.85703163,2023-08-04 16:27:26.270,40.52603163,2023-08-04 16:27:26.542,34.13536496333333,,0.272,,0.288,,0.56,,21.778999999999996,
,,48.72203163,2023-08-04 16:27:27.062,26.88503163,2023-08-04 16:27:26.830,41.20803163,2023-08-04 16:27:27.102,,,0.272,,,,,,21.836999999999996,
