average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg)
56.37277738575757,24.364747082727273,55.14401981,2023-08-04 17:02:47.758,22.06401981,2023-08-04 17:02:47.430,43.26001981,2023-08-04 17:02:47.806,33.080019809999996,35.09097814333333,0.376,0.3212121212121213,0.224,0.24475,0.608,106.47737355811888,33.08,32.0080303030303
,,54.81501981,2023-08-04 17:02:48.366,22.04801981,2023-08-04 17:02:48.030,44.59701981,2023-08-04 17:02:48.382,33.06368647666667,,0.352,,0.32,,0.544,,32.767,
,,55.98801981,2023-08-04 17:02:48.910,22.18801981,2023-08-04 17:02:48.702,44.87101981,2023-08-04 17:02:48.950,34.50535314333333,,0.248,,0.32,,0.568,,33.8,
,,58.01101981,2023-08-04 17:02:49.478,23.76401981,2023-08-04 17:02:49.270,46.51501981,2023-08-04 17:02:49.526,35.46835314333333,,0.256,,0.32,,0.576,,34.247,
,,56.71301981,2023-08-04 17:02:50.054,24.19701981,2023-08-04 17:02:49.846,46.33401981,2023-08-04 17:02:50.094,34.75635314333333,,0.248,,0.232,,0.576,,32.516,
,,57.56701981,2023-08-04 17:02:50.630,23.77801981,2023-08-04 17:02:50.326,47.06401981,2023-08-04 17:02:50.662,35.183686476666665,,0.336,,0.232,,0.568,,33.789,
,,56.15901981,2023-08-04 17:02:51.198,23.99201981,2023-08-04 17:02:50.894,46.80301981,2023-08-04 17:02:51.230,35.083019809999996,,0.336,,0.232,,0.56,,32.167,
,,55.79101981,2023-08-04 17:02:51.758,24.54501981,2023-08-04 17:02:51.462,44.97701981,2023-08-04 17:02:51.798,35.25435314333333,,0.336,,0.32,,0.584,,31.246000000000002,
,,56.41101981,2023-08-04 17:02:52.342,24.98601981,2023-08-04 17:02:52.118,46.20601981,2023-08-04 17:02:52.358,35.35035314333333,,0.24,,0.208,,0.544,,31.425,
,,55.80801981,2023-08-04 17:02:52.886,24.82001981,2023-08-04 17:02:52.566,45.26901981,2023-08-04 17:02:52.926,34.95935314333333,,0.36,,0.224,,0.584,,30.987999999999996,
,,55.69401981,2023-08-04 17:02:53.470,24.53501981,2023-08-04 17:02:53.150,45.14001981,2023-08-04 17:02:53.494,34.91468647666667,,0.344,,0.312,,0.544,,31.159,
,,56.62001981,2023-08-04 17:02:54.014,24.52501981,2023-08-04 17:02:53.806,43.42601981,2023-08-04 17:02:54.054,35.281353143333334,,0.248,,0.224,,0.568,,32.095,
,,56.54201981,2023-08-04 17:02:54.582,24.61201981,2023-08-04 17:02:54.278,44.07401981,2023-08-04 17:02:54.622,35.38401981,,0.344,,0.312,,0.56,,31.93,
,,57.48201981,2023-08-04 17:02:55.142,24.80501981,2023-08-04 17:02:54.934,44.74601981,2023-08-04 17:02:55.182,35.56068647666666,,0.248,,0.232,,0.568,,32.67699999999999,
,,56.30501981,2023-08-04 17:02:55.710,24.60001981,2023-08-04 17:02:55.414,45.97901981,2023-08-04 17:02:55.742,35.16501981,,0.328,,0.232,,0.56,,31.705,
,,57.94801981,2023-08-04 17:02:56.270,24.59501981,2023-08-04 17:02:55.974,44.57101981,2023-08-04 17:02:56.310,35.55668647666666,,0.336,,0.224,,0.56,,33.352999999999994,
,,54.87201981,2023-08-04 17:02:56.830,24.36101981,2023-08-04 17:02:56.534,43.45801981,2023-08-04 17:02:56.870,34.64001981,,0.336,,0.224,,0.56,,30.511,
,,55.44201981,2023-08-04 17:02:57.390,24.52401981,2023-08-04 17:02:57.094,44.57401981,2023-08-04 17:02:57.430,34.78401981,,0.336,,0.224,,0.56,,30.918,
,,57.13101981,2023-08-04 17:02:57.950,24.45501981,2023-08-04 17:02:57.654,43.86701981,2023-08-04 17:02:57.990,35.53901981,,0.336,,0.208,,0.568,,32.676,
,,54.56301981,2023-08-04 17:02:58.518,24.74301981,2023-08-04 17:02:58.198,44.47701981,2023-08-04 17:02:58.550,34.55168647666666,,0.352,,0.2,,0.552,,29.82,
,,53.98401981,2023-08-04 17:02:59.070,24.54601981,2023-08-04 17:02:58.750,43.54401981,2023-08-04 17:02:59.110,34.51535314333333,,0.36,,0.232,,0.56,,29.438,
,,55.74001981,2023-08-04 17:02:59.630,24.78101981,2023-08-04 17:02:59.342,44.64701981,2023-08-04 17:02:59.670,35.071353143333326,,0.328,,0.216,,0.56,,30.959,
,,54.19601981,2023-08-04 17:03:00.190,24.73701981,2023-08-04 17:02:59.886,44.45201981,2023-08-04 17:03:00.230,34.67801981,,0.344,,0.24,,0.568,,29.459000000000003,
,,55.78201981,2023-08-04 17:03:00.758,24.91901981,2023-08-04 17:03:00.470,44.38301981,2023-08-04 17:03:00.790,35.14401981,,0.32,,0.24,,0.552,,30.863,
,,55.76801981,2023-08-04 17:03:01.310,24.82501981,2023-08-04 17:03:01.030,44.04401981,2023-08-04 17:03:01.350,35.09335314333333,,0.32,,0.232,,0.56,,30.942999999999998,
,,56.61301981,2023-08-04 17:03:01.870,24.75601981,2023-08-04 17:03:01.582,44.59601981,2023-08-04 17:03:01.910,35.44701981,,0.328,,0.232,,0.552,,31.856999999999996,
,,57.96301981,2023-08-04 17:03:02.422,24.86401981,2023-08-04 17:03:02.142,42.69301981,2023-08-04 17:03:02.470,35.85635314333333,,0.328,,0.224,,0.568,,33.099000000000004,
