average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg)
60.70669628058823,26.831313927647056,61.09501981,2023-08-04 16:46:00.262,24.62001981,2023-08-04 16:45:59.958,47.89601981,2023-08-04 16:46:00.310,36.92901981,38.18410061808081,0.352,0.3317647058823529,0.208,0.23175757575757577,0.576,106.5891472868217,36.474999999999994,33.87538235294117
,,61.65601981,2023-08-04 16:46:00.838,24.84601981,2023-08-04 16:46:00.518,48.74701981,2023-08-04 16:46:00.878,37.65468647666667,,0.36,,0.208,,0.576,,36.809999999999995,
,,62.41101981,2023-08-04 16:46:01.414,25.65401981,2023-08-04 16:46:01.086,48.85801981,2023-08-04 16:46:01.454,38.409686476666664,,0.368,,0.232,,0.568,,36.757,
,,62.28801981,2023-08-04 16:46:01.982,26.40901981,2023-08-04 16:46:01.686,49.46001981,2023-08-04 16:46:02.030,38.90135314333333,,0.344,,0.224,,0.576,,35.879000000000005,
,,63.17801981,2023-08-04 16:46:02.558,27.20801981,2023-08-04 16:46:02.254,48.98301981,2023-08-04 16:46:02.598,39.47601981,,0.344,,0.232,,0.56,,35.97,
,,61.56001981,2023-08-04 16:46:03.118,27.62501981,2023-08-04 16:46:02.830,48.65301981,2023-08-04 16:46:03.166,38.87801981,,0.336,,0.24,,0.576,,33.935,
,,62.53901981,2023-08-04 16:46:03.694,27.53701981,2023-08-04 16:46:03.406,49.70101981,2023-08-04 16:46:03.734,39.043686476666664,,0.328,,0.224,,0.56,,35.001999999999995,
,,60.83401981,2023-08-04 16:46:04.254,27.29601981,2023-08-04 16:46:03.958,48.15401981,2023-08-04 16:46:04.302,38.31268647666666,,0.344,,0.312,,0.576,,33.538,
,,61.55201981,2023-08-04 16:46:04.830,27.05201981,2023-08-04 16:46:04.614,49.31401981,2023-08-04 16:46:04.862,38.47935314333333,,0.248,,0.224,,0.56,,34.5,
,,60.82801981,2023-08-04 16:46:05.390,26.94301981,2023-08-04 16:46:05.086,47.60301981,2023-08-04 16:46:05.430,38.33735314333333,,0.344,,0.224,,0.56,,33.885000000000005,
,,62.87001981,2023-08-04 16:46:05.950,27.09201981,2023-08-04 16:46:05.654,48.33001981,2023-08-04 16:46:05.990,38.86401981,,0.336,,0.232,,0.576,,35.778000000000006,
,,60.87801981,2023-08-04 16:46:06.526,26.86101981,2023-08-04 16:46:06.222,48.98001981,2023-08-04 16:46:06.558,38.413353143333325,,0.336,,0.232,,0.544,,34.016999999999996,
,,59.79701981,2023-08-04 16:46:07.070,27.18101981,2023-08-04 16:46:06.790,47.21001981,2023-08-04 16:46:07.118,37.82635314333333,,0.328,,0.232,,0.576,,32.616,
,,61.67501981,2023-08-04 16:46:07.646,26.84101981,2023-08-04 16:46:07.350,47.58001981,2023-08-04 16:46:07.686,38.529019809999994,,0.336,,0.224,,0.56,,34.834,
,,60.90401981,2023-08-04 16:46:08.206,26.95601981,2023-08-04 16:46:07.910,46.91301981,2023-08-04 16:46:08.246,38.33068647666666,,0.336,,0.224,,0.568,,33.948,
,,61.13701981,2023-08-04 16:46:08.774,27.04401981,2023-08-04 16:46:08.470,47.71901981,2023-08-04 16:46:08.806,38.269686476666664,,0.336,,0.232,,0.56,,34.092999999999996,
,,61.32101981,2023-08-04 16:46:09.334,26.83601981,2023-08-04 16:46:09.038,48.60101981,2023-08-04 16:46:09.366,38.42301981,,0.328,,0.232,,0.552,,34.485,
,,59.78901981,2023-08-04 16:46:09.886,26.97401981,2023-08-04 16:46:09.598,47.10701981,2023-08-04 16:46:09.926,37.79235314333333,,0.328,,0.224,,0.568,,32.815,
,,60.16301981,2023-08-04 16:46:10.454,26.79401981,2023-08-04 16:46:10.150,48.36801981,2023-08-04 16:46:10.494,38.05435314333333,,0.344,,0.224,,0.56,,33.369,
,,60.68701981,2023-08-04 16:46:11.014,27.00001981,2023-08-04 16:46:10.718,48.64101981,2023-08-04 16:46:11.054,38.17235314333333,,0.336,,0.232,,0.552,,33.687,
,,59.88501981,2023-08-04 16:46:11.566,26.91501981,2023-08-04 16:46:11.286,46.68101981,2023-08-04 16:46:11.606,37.84901981,,0.32,,0.24,,0.56,,32.97,
,,59.93901981,2023-08-04 16:46:12.126,26.83101981,2023-08-04 16:46:11.846,46.75401981,2023-08-04 16:46:12.166,37.81301981,,0.32,,0.232,,0.568,,33.108,
,,61.45801981,2023-08-04 16:46:12.694,26.75001981,2023-08-04 16:46:12.398,46.83101981,2023-08-04 16:46:12.734,38.406019810000004,,0.336,,0.232,,0.56,,34.708,
,,58.78901981,2023-08-04 16:46:13.254,26.88001981,2023-08-04 16:46:12.966,46.33301981,2023-08-04 16:46:13.286,37.491686476666665,,0.32,,0.224,,0.552,,31.909,
,,59.17701981,2023-08-04 16:46:13.806,26.84301981,2023-08-04 16:46:13.510,45.85901981,2023-08-04 16:46:13.846,37.82768647666666,,0.336,,0.232,,0.552,,32.333999999999996,
,,59.14301981,2023-08-04 16:46:14.358,27.15301981,2023-08-04 16:46:14.078,46.05801981,2023-08-04 16:46:14.406,37.711019809999996,,0.328,,0.24,,0.56,,31.99,
,,58.08301981,2023-08-04 16:46:14.918,26.99501981,2023-08-04 16:46:14.646,45.54701981,2023-08-04 16:46:14.966,37.407019809999994,,0.32,,0.232,,0.576,,31.088000000000005,
,,61.33101981,2023-08-04 16:46:15.494,27.06901981,2023-08-04 16:46:15.198,47.56401981,2023-08-04 16:46:15.534,38.51101980999999,,0.336,,0.232,,0.544,,34.262,
,,58.58401981,2023-08-04 16:46:16.038,27.10101981,2023-08-04 16:46:15.766,45.51301981,2023-08-04 16:46:16.086,37.56001981,,0.32,,0.232,,0.568,,31.483,
,,61.15701981,2023-08-04 16:46:16.606,27.04801981,2023-08-04 16:46:16.318,46.54501981,2023-08-04 16:46:16.646,38.43768647666666,,0.328,,0.232,,0.56,,34.109,
,,60.87801981,2023-08-04 16:46:17.166,27.07801981,2023-08-04 16:46:16.878,45.88701981,2023-08-04 16:46:17.206,38.23468647666667,,0.328,,0.24,,0.56,,33.8,
,,60.38801981,2023-08-04 16:46:17.726,26.91301981,2023-08-04 16:46:17.446,45.76901981,2023-08-04 16:46:17.766,38.06401981,,0.32,,0.232,,0.552,,33.475,
,,58.96201981,2023-08-04 16:46:18.278,26.90201981,2023-08-04 16:46:17.998,46.12801981,2023-08-04 16:46:18.326,37.665353143333334,,0.328,,0.232,,0.56,,32.06,
,,59.09101981,2023-08-04 16:46:18.838,27.01701981,2023-08-04 16:46:18.558,46.16501981,2023-08-04 16:46:18.886,,,0.328,,,,,,32.074,
