average_systolic_pressure (mmHg),average_diastolic_pressure (mmHg),systolic_peaks (mmHg),systolic_peak_times,diastolic_troughs (mmHg),diastolic_trough_times,dicrotic_notches (mmHg),dicrotic_notch_times,MAP (mmHg),average_MAP (mmHg),systole_duration (s),average_systole_duration (s),diastole_duration (s),average_diastole_duration (s),compression_rate,average_compression_rate (compressions/min),pulse_pressure (mmHg),average_pulse_pressure (mmHg),hypogravity_parabola
,,55.78201981,2023-08-04 17:03:00.758,24.91901981,2023-08-04 17:03:00.470,44.38301981,2023-08-04 17:03:00.790,35.14401981,,0.32,,0.24,,0.552,,30.863,,10
,,55.76801981,2023-08-04 17:03:01.310,24.82501981,2023-08-04 17:03:01.030,44.04401981,2023-08-04 17:03:01.350,35.09335314333333,,0.32,,0.232,,0.56,,30.943,,10
,,56.61301981,2023-08-04 17:03:01.870,24.75601981,2023-08-04 17:03:01.582,44.59601981,2023-08-04 17:03:01.910,35.44701981,,0.328,,0.232,,0.552,,31.857,,10
,,57.96301981,2023-08-04 17:03:02.422,24.86401981,2023-08-04 17:03:02.142,42.69301981,2023-08-04 17:03:02.470,35.85635314333333,,0.328,,0.224,,0.568,,33.099000000000004,,10
,,58.61801981,2023-08-04 17:03:02.990,24.80301981,2023-08-04 17:03:02.694,43.36301981,2023-08-04 17:03:03.030,36.17668647666666,,0.336,,0.232,,0.56,,33.815,,10
,,58.33601981,2023-08-04 17:03:03.550,24.95601981,2023-08-04 17:03:03.262,44.43801981,2023-08-04 17:03:03.590,35.99335314333334,,0.328,,0.232,,0.552,,33.38,,10
,,58.10501981,2023-08-04 17:03:04.102,24.82201981,2023-08-04 17:03:03.822,43.88501981,2023-08-04 17:03:04.150,35.94101981,,0.328,,0.232,,0.568,,33.283,,10
,,56.75801981,2023-08-04 17:03:04.670,24.85901981,2023-08-04 17:03:04.382,45.25201981,2023-08-04 17:03:04.710,35.44335314333333,,0.328,,0.224,,0.56,,31.899,,10
,,57.91901981,2023-08-04 17:03:05.230,24.78601981,2023-08-04 17:03:04.934,43.90201981,2023-08-04 17:03:05.270,35.469686476666666,,0.336,,0.272,,0.56,,33.133,,10
,,55.51301981,2023-08-04 17:03:05.790,24.24501981,2023-08-04 17:03:05.542,45.71101981,2023-08-04 17:03:05.862,,,0.32,,,,,,31.268000000000004,,10
